COD_OFICI,COD_NIVELOFIC,des_ofici,cod_cbc,des_cbc,cod_zona,des_zona,COD_TERRIT,des_territ,cod_areanego,des_areanego
7647,10,MARRATXI,9480,CBC-P.MALLORCA-S-ARENAL,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9480,20,CBC-P.MALLORCA-S-ARENAL,9480,CBC-P.MALLORCA-S-ARENAL,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
281,10,PALMA DE MALLORCA-S'HORT DEL REI,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
284,10,PALMA DE MALLORCA-AV. ARGENTINA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1414,10,PALMA DE MALLORCA-SON ARMADANS,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1419,10,PALMA DE MALLORCA-AV. SAN FERNANDO,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1706,10,PALMA AG. BORN,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2156,10,PALMA-C'AN PUIGDORFILA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2157,10,CSB-PALMA- EL TERRENO,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2163,10,PALMA-ES FORTI,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2898,10,PALMA AG. CAMP REDO,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3364,10,PALMA AG. SO N'ESPANYOLET,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4235,10,PALMA AG. SON RAPINYA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4264,10,PALMA PS. MALLORCA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4901,10,PALMA DE MALLORCA-BORNE,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4910,10,PALMA DE MALLORCA-PL. PROGRESO,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4928,10,PALMA MALLORCA-PZA. MERCAT,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5874,10,PALMA-CAS CAPISCOL,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6816,10,PALMA MCA-PZ.ROSARI-OTPA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7531,10,PALMA-PS.BORNE 15,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7548,10,PALMA-ANDREA DORIA,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7648,10,PALMA DE MALLORCA-SON DAMETO,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9484,20,CBC-BORNE,9484,CBC-BORNE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
288,10,IBIZA-PL. E. FAJARNES,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
293,10,SANT ANTONI DE PORTMANY-PORT,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
834,10,SANTA EULALIA-PS. S'ALAMERA,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3112,10,IBIZA-PO.VARA REY 11,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3133,10,IBIZA-LA PAZ,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4229,10,EIVISSA-AV.BARTOLOME ROSSELLO,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4237,10,SANT ANTONI DE PORTMANY-CENTRE,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4292,10,SANTA EULALIA DEL RIO,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5343,10,EIVISSA-CAN MISSES,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5605,10,SAN ANTONIO ABAD-BALAN,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5830,10,SANTA EULARIA DES RIU-SAN MARINO,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6149,10,SANTA EULARIA DES RIU-SANT JAUME,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6838,10,IBIZA-AV. ESPAÑA,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
8038,10,"IBIZA-AVDA.ESPAÑA,124",9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9485,20,CBC-IBIZA-AV. ESPAÑA,9485,CBC-IBIZA-AV. ESPAÑA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
286,10,PUERTO DE SOLLER,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
289,10,SOLLER,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
291,10,INCA-MAYOR,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1062,10,SA POBLA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2074,10,"INCA-MAYOR, 48",9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2820,10,INCA-BISBE LLOMPART,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3120,10,"INCA-MAYOR,33",9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3680,10,LLOSETA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3947,10,POLLENSA (AGTE:P. MIR SERRA),9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4755,10,SELVA (AGTE:GESTIONS I ASSEGURANCES),9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5134,10,POLLENSA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5135,10,PUERTO POLLENSA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5214,10,LA PUEBLA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6070,10,SINEU,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6891,10,INCA-CRIST REI,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7978,10,POLLENÇA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9486,20,CBC-INCA,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9909,10,PLAYA DE MURO-LAS GAVIOTAS-OTP,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9937,10,PUERTO POLLENSA-OTP,9486,CBC-INCA,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1458,10,ALQUERIA BLANCA,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1613,10,CALA D'OR,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1656,10,CAMPOS DEL PUERTO,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2610,10,FELANITX,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2825,10,CAMPOS,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3932,10,LLUCHMAJOR (AGTE:J.SUREDA OLIVER),9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6089,10,LLUCMAJOR MAIORIS,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6733,10,LLUCMAJOR-RONDA MIGJORN,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7983,10,SINEU,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9488,20,CBC-FELANITX,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9902,10,LLORET DE VISTALEGRE,9488,CBC-FELANITX,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
287,10,MANACOR-CENTRE,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
897,10,CALA MILLOR,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1129,10,PORT D'ALCUDIA,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1442,10,ALCUDIA,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1610,10,CALA MILLOR-SON SERV,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
1611,10,CALA RAJADA,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
2821,10,MANACOR-AMISTAT,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
3934,10,ALCUDIA (AGTE:J.VIVER MIR),9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4120,10,MANACOR-AMARGURA 6,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4213,10,CA'N PICAFORT,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4247,10,PORTO CRISTO,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4279,10,CALA MILLOR,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
4574,10,MURO,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5303,10,PUERTO DE ALCUDIA,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
5654,10,SANT LLORENÇ-CALA MILLOR,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
6668,10,MANACOR-ESTACIO,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7334,10,MANACOR-BOSCH,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7486,10,CALAS DE MALLORCA-OTP,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
7501,10,LAS GAVIOTAS-OTP,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9490,20,CBC-MANACOR-CENTRE,9490,CBC-MANACOR-CENTRE,9883,Z. BALEARES,1964,D.T.ESTE,13,BANCA COMERCIAL
9884,30,Z. LEVANTE,,,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
116,10,"DENIA-MARQUES DE CAMPO, 29",9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
119,10,EL VERGER,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
142,10,JAVEA-PRINCIPE DE ASTURIAS,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1845,10,"DENIA-MARQUES DE CAMPO, 6",9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1853,10,PEGO,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2360,10,DENIA,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2361,10,DENIA-PASEO SALADAR,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2966,10,DENIA-PL. ARCHIDUQUE CARLOS,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3215,10,JAVEA,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3216,10,JAVEA-PUERTO,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4202,10,DENIA-CLIENTES-BCA.PERSONAL,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4422,10,JAVEA-AV.DE ALICANTE,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4434,10,ONDARA,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4443,10,GATA DE GORGOS,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4465,10,JAVEA-EL ARENAL,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4490,10,PEGO-MONTEPEGO,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4638,10,DENIA-MARQUES DEL CAMPO 8,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
5030,10,PEGO,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
5175,10,PEDREGUER (AGTE:CARRIO I COSTA ASS.),9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
5356,10,DENIA-AV.MIGUEL HERNANDEZ,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7017,10,JAVEA-AVDA. DEL PLA,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7077,10,PEDREGUER,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7314,10,DENIA-MARQUES DEL CAMPO 70,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
8034,10,"DENIA-PATRICIO FERRANDIZ, 4",9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9440,20,CBC-DENIA-JAVEA,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9913,10,JAVEA PARK-OTP,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9961,10,ADSUBIA-OTP,9440,CBC-DENIA-JAVEA,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9441,20,CBC-JAVEA-PRINC.ASTURIAS,9441,CBC-JAVEA-PRINC.ASTURIAS,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
103,10,BENIDORM-PUERTO,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
104,10,BENIDORM-RINCON DE LOIX,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
113,10,CALLOSA D'EN SARRIA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
121,10,VILLAJOYOSA-PIZARRO,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
122,10,BENIDORM-MARTINEZ ALEJOS,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
129,10,ALTEA-JAIME I 33,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
373,10,ALTEA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1140,10,BENIDORM-PUENTE,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1141,10,BENIDORM-CIRCUNVALACION,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1142,10,BENIDORM-AGENCIA 2,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2983,10,BENIDORM-CENTRO,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3005,10,VILLAJOYOSA-CONSTITUCION,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3742,10,CALLOSA ENSARRIA (AGTE:NOVAGESTION),9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3802,10,BENIDORM1 (AGTE:BETA REGIO SL),9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4424,10,L'ALFAS DEL PI-GARCIA LORCA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4450,10,BENIDORM-GERONA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4453,10,LA NUCIA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4462,10,L'ALFAS DEL PI-EL ALBIR,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4489,10,FINESTRAT-LA CALA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4522,10,BENIDORM-VENUS,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4623,10,BENIDORM-PLAZA HISPANIDAD,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
5715,10,ALTEA-JAIME I,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
6047,10,BENIDORM-AV. DE VILLAJOYOSA,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7196,10,"BENIDORM-TOMAS ORTUÑO, 80",9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7564,10,BENIDORM-MEDITERRANEO 15,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
7722,10,BENIDORM-HERRERIAS,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9444,20,CBC-BENIDORM,9444,CBC-BENIDORM,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9445,20,CBC-BENIDORM-PONIENTE,9445,CBC-BENIDORM-PONIENTE,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
109,10,"ALCOI-AV. PAIS VALENCIA, 40-42",9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
133,10,IBI-JUAN CARLOS I,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
136,10,ALCOI-ALAMEDA,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
201,10,ALCOY-ALAMEDA,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1439,10,ALCOY-AV. PAIS VALENCIA,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1440,10,ALCOI-SANTA ROSA,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1441,10,ALCOI-JUAN XXIII,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1493,10,BAÑERES,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1848,10,BANYERES,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2960,10,"ALCOI-AV. PAIS VALENCIA, 36",9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
2975,10,ALCOI-PLAZA DE ESPAÑA,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4484,10,TIBI,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4624,10,IBI-CONSTITUCION,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4628,10,BANYERES-CONSTITUCION,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4636,10,ALCOI-CID,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4640,10,"ALCOI-SANTA ROSA,46",9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9446,20,CBC-ALCOI-AV.P.VALENC.40,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9924,10,BENIARRES-OTP,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9925,10,BENILLOBA-OTP,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9926,10,PLANES-OTP,9446,CBC-ALCOI-AV.P.VALENC.40,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
130,10,CALPE-COLON,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1150,10,BENISSA,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
1620,10,CALPE-IFACH,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3013,10,CALPE-GABRIEL MIRO,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4423,10,MORAIRA,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4455,10,BENISSA-LA FUSTERA,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4479,10,MORAIRA-EL CASTILLO,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4488,10,BENITACHELL,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4629,10,BENISSA-PADRE IVARS,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
5176,10,JALON (AGTE:A.GADEA MENGUAL),9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
9447,20,CBC-CALPE-COLON,9447,CBC-CALPE-COLON,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
112,10,AYORA,9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
542,10,CANALS,9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
563,10,XATIVA-ALAMEDA JAUME I,9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3210,10,XATIVA-ALAMEDA JAUME I,9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3697,10,VALLADA(AGTE:D.CALABUIG GINER),9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
3766,10,BENIGANIM (AGTE:C.PONS SOLVES),9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
4521,10,CANALS(AGTE:ASESORIA SIMON Y MORALE),9492,CBC-XATIVA-ALMDA.JAUME I,9884,Z. LEVANTE,1964,D.T.ESTE,13,BANCA COMERCIAL
