COD_OFICI,COD_NIVELOFIC,des_ofici,cod_cbc,des_cbc,cod_zona,des_zona,COD_TERRIT,des_territ,cod_areanego,des_areanego
1,70,BANCO BILBAO VIZCAYA ARGENTARIA,,,,,0,,,
2004,40,AGREGADO FICT. CARTERA DE TITULOS,,,,,0,,,
2221,40,FRANCIA (R),,,,,0,,,
2222,40,ITALIA (R),,,,,0,,,
2223,40,INGLATERRA (R),,,,,0,,,
2224,40,NUEVA YORK (R),,,,,0,,,
2226,40,JAPON (R),,,,,0,,,
2227,40,BELGICA (R),,,,,0,,,
2246,40,CHINA (R),,,,,0,,,
2385,40,AUSTRALIA,,,,,0,,,
2572,40,MIAMI (R),,,,,0,,,
3111,10,"BBVA-GESTION CAPITALES,S.A.",,,,,0,,,
4777,40,ALEMANIA (R),,,,,0,,,
6024,68,DIVISION NEGOCIOS ESPAÑA Y PORTUGAL,,,,,0,,,
6038,68,DIVISION NEGOCIOS GLOBALES,,,,,0,,,
6051,65,EMPRESAS Y CORPORACIONES,,,,,0,,,
6052,65,AGREGADO RESTO DE AREAS(F),,,,,0,,,
6212,65,VARIOS NEGOCIOS GLOBALES,,,,,0,,,
6213,65,MERCADOS GLOBALES-TOTAL,,,,,0,,,
6214,65,GEST.ACTIVOS BCA.PRIVADA-TOTAL,,,,,0,,,
6216,65,CLIENTES GLOBALES Y B.DE INVERSION,,,,,0,,,
6250,65,TOTAL BANCA MINORISTA,,,,,0,,,
6285,65,SUPRAAREA ASSET MANAGEMENT,,,,,0,,,
6881,68,DIVISION WB&AM NY,,,,,0,,,
7223,65,VARIOS WB&AM NY,,,,,0,,,
7226,65,MERCADOS GLOBALES TOTAL NY,,,,,0,,,
7251,40,KOREA,,,,,0,,,
7268,40,TAIWAN,,,,,0,,,
7612,65,GLOBAL LENDING NY,,,,,0,,,
7619,65,GLOBAL TRANSACTIONAL BANKING NY,,,,,0,,,
7639,10,ADEA-BELGICA (PERSONAL),,,,,0,,,
7657,65,GLOBAL LENDING,,,,,0,,,
7721,65,GLOBAL TRANSACTIONAL BANKING,,,,,0,,,
7736,10,PORTUGAL (BBVA-BOLSA),,,,,0,,,
7737,10,PORTUGAL (INMOBILIARIA),,,,,0,,,
7738,10,PROBURSA (PERSONAL),,,,,0,,,
7742,65,CORPORATE FINANCE,,,,,0,,,
7751,10,FINANCE SPA (MILAN),,,,,0,,,
7758,40,HONG-KONG (R),,,,,0,,,
7765,10,ENTIDAD BANCARIA INTERNACIONAL(PERS),,,,,0,,,
7776,10,NUEVA YORK - SECURIETIES INC.,,,,,0,,,
7810,40,TOTAL NUEVA RED GRAND CAYMAN,,,,,0,,,
7825,10,BBVA PUERTO RICO(BANCO FILIAL),,,,,0,,,
7826,10,BBVA PORTUGAL(B.FILIAL),,,,,0,,,
7835,10,BBVA UNIBAN (B. FILIAL),,,,,0,,,
7836,10,ESTRUCTURA LUXEMBOURG,,,,,0,,,
7901,40,BBVA SINGAPUR,,,,,0,,,
8088,65,SUPRAAREA FINANCIACION REAL ESTATE,,,,,0,,,
8390,40,BANCA PERSONAL,,,,,0,,,
8392,40,R.FINANCIACION REAL ESTATE NORTE,,,,,0,,,
8393,40,R.FINANCIACION REAL ESTATE CENTRO,,,,,0,,,
8394,40,R.FINANCIACION REAL ESTATE CATALUNYA,,,,,0,,,
8395,40,R.FINANCIACION REAL ESTATE CANARIAS,,,,,0,,,
8396,40,R.FINANCIACION REAL ESTATE SUR,,,,,0,,,
8397,40,R.FINANCIACION REAL ESTATE NOROESTE,,,,,0,,,
8398,40,R.FINANCIACION REAL ESTATE ESTE,,,,,0,,,
8411,55,D.R. BEC-NOROESTE,,,,,0,,,
8412,55,D.R. BEC-NORTE,,,,,0,,,
8413,55,D.R. BEC-CATALUñA,,,,,0,,,
8414,55,D.R. BEC-CENTRO,,,,,0,,,
8415,55,D.R. BEC-ESTE,,,,,0,,,
8416,55,D.R. BEC-SUR,,,,,0,,,
8417,55,D.R. BEC-CANARIAS,,,,,0,,,
8418,55,D.R.BEC-COMPLEMENTO BBVA,,,,,0,,,
8419,40,DIRECCION RED (CAT-00),,,,,0,,,
8421,40,DIRECCION RED (CAT-02),,,,,0,,,
8423,40,DIRECCION RED (CENT-00),,,,,0,,,
8424,40,DIRECCION RED (CENT-01),,,,,0,,,
8425,40,DIRECCION RED (CENT-02),,,,,0,,,
8426,55,D.R. BEC BELGICA,,,,,0,,,
8429,40,DIRECCION RED (SUR-00),,,,,0,,,
8430,40,RED SUR OCCIDENTAL,,,,,0,,,
8431,40,DIRECCION RED (ESTE-00),,,,,0,,,
8432,40,DIRECCION RED (ESTE-01),,,,,0,,,
8434,40,DIRECCION RED (NORTE-00),,,,,0,,,
8435,40,DIRECCION RED (NORTE-01),,,,,0,,,
8436,40,DIRECCION RED (NORO-00),,,,,0,,,
8437,40,DIRECCION RED (NORO-01),,,,,0,,,
8438,40,DIRECCION RED (CAN-00),,,,,0,,,
8439,40,RED ESTE-RESTO,,,,,0,,,
8440,40,RED NOROESTE-RESTO,,,,,0,,,
8441,40,RED NORTE-RESTO,,,,,0,,,
8442,40,RED SUR-RESTO,,,,,0,,,
8443,40,RED CATALUÑA-RESTO,,,,,0,,,
8444,40,RED CENTRO-RESTO,,,,,0,,,
8584,58,SUPRA-TERRITORIO CATALUÑA,,,,,0,,,
8591,58,SUPRA-TERRITORIO NOROESTE,,,,,0,,,
8592,58,SUPRA-TERRITORIO NORTE,,,,,0,,,
8593,58,SUPRA-TERRITORIO BARCELONA,,,,,0,,,
8594,58,SUPRA-TERRITORIO CENTRO,,,,,0,,,
8595,58,SUPRA-TERRITORIO ESTE,,,,,0,,,
8596,58,SUPRA-TERRITORIO SUR,,,,,0,,,
8597,58,SUPRA-TERRITORIO CANARIAS,,,,,0,,,
8598,58,SUPRA-TERRITORIO COMPLEMENTO,,,,,0,,,
9001,10,EUROSEGUROS-DESARROLLO,,,,,0,,,
9100,10,FINANBAO,,,,,0,,,
9103,10,BBVASEGUROS-MADRID,,,,,0,,,
9106,10,BILBAO VIZCAYA BROKER,,,,,0,,,
9118,10,BBVA FACTORING OFIC. FICT. 3270,,,,,0,,,
9119,10,TOTAL (SIN COAP),,,,,0,,,
9122,10,FOMINVER,,,,,0,,,
9131,10,CONSULTORES PENSIONES BBVA SA,,,,,0,,,
9132,10,BV ENT.GEST.FONDOS PENS.S.A.,,,,,0,,,
9138,10,"PROM.EDIFICIO M.ANGEL I,S.A.",,,,,0,,,
9139,10,"PROM.EDIF.M.ANGEL II,S.A.",,,,,0,,,
9141,10,"EBLAN, S.A.",,,,,0,,,
9143,10,ALMACENES GENERALES DEPOSITO,,,,,0,,,
9144,10,COMERCIO FINANCIACION HIPOTECARIA,,,,,0,,,
9145,10,CATALANA DE COBROS-FACTORING,,,,,0,,,
9147,10,RENTEQUIPO,,,,,0,,,
9148,10,SDAD.VENTAS-CREDITO BANCAYA,,,,,0,,,
9149,10,"PROM.INMOB.BANCAYA, S.A.",,,,,0,,,
9150,10,BANINBAO INVERSIONES,,,,,0,,,
9152,10,"SALIBRE, S.A.",,,,,0,,,
9153,10,"VALDEVIVAR, S.A.",,,,,0,,,
9155,10,CARTINSA,,,,,0,,,
9157,10,CONSEJO INMOBILIARIO,,,,,0,,,
9158,10,CORP.SER.FINANCIEROS,,,,,0,,,
9163,10,"BBVA-INMOBILIARIA, S.A.",,,,,0,,,
9164,10,"BERMEO, S.A.",,,,,0,,,
9165,10,CIA.C.INVERSIONES S.A.,,,,,0,,,
9167,10,BBVA TRADE,,,,,0,,,
9172,10,ALIMENTACION S.A.,,,,,0,,,
9173,10,CORP.IND.Y SERVICIOS,,,,,0,,,
9174,10,CORP. ALIMENTACION Y BEBIDAS,,,,,0,,,
9176,10,PRIVANZA SDAD GES. INST. INV. COLECT,,,,,0,,,
9177,10,CORP.HIPOT.BANCOBAO,,,,,0,,,
9178,10,CATALANA DE ESTUDIOS Y TELEMARKETING,,,,,0,,,
9180,10,CULMANOR S.A.,,,,,0,,,
9300,10,BBVASEGUROS-BILBAO,,,,,0,,,
9315,10,GESTION CONTRAT. Y PROM. INMOB.,,,,,0,,,
9316,10,MEDITERRANEA DE PROM. Y GEST. INM.,,,,,0,,,
9317,10,PROMOTORA DE RECURSOS AGRARIOS,,,,,0,,,
9320,10,AFP-PREVISION BOLIVIA (PERSONAL),,,,,0,,,
9321,10,AFP-PREVISION EL SALVADOR (PERSONAL),,,,,0,,,
9763,10,COPIA 9863 BCL(NE),,,,,0,,,
9772,10,B.INTERNAC.ANDORRA,,,,,0,,,
9774,10,"B.B.V.A.-PANAMA, S.A.",,,,,0,,,
9775,10,B.B.V.A. SCHWEIZ-ZURICH,,,,,0,,,
9776,10,B.B.V.A.-DEUTSCHLAND A.G.,,,,,0,,,
9777,10,B.B.V.A. INTER.LA HAYA,,,,,0,,,
9799,10,B.B.V.A. I.BANK JERSEY,,,,,0,,,
7508,20,NORTE INSTITUCIONES-CTRO.BEC,7508,NORTE INSTITUCIONES-CTRO.BEC,,,0,,,
8087,20,GRAN CANARIA SUR E ISLAS-CTRO.BE,8087,GRAN CANARIA SUR E ISLAS-CTRO.BE,,,0,,,
8089,20,MARTOREL-CTRO.BE,8089,MARTOREL-CTRO.BE,,,0,,,
8090,20,BADALONA-CTRO.BE,8090,BADALONA-CTRO.BE,,,0,,,
8091,20,GANDIA-CTRO.BE,8091,GANDIA-CTRO.BE,,,0,,,
8092,20,ALCOY-CTRO.BE,8092,ALCOY-CTRO.BE,,,0,,,
8168,20,ELDA-CTRO.BE,8168,ELDA-CTRO.BE,,,0,,,
8169,20,ELCHE-CTRO.BE,8169,ELCHE-CTRO.BE,,,0,,,
8170,20,DURANGO-CTRO.BE,8170,DURANGO-CTRO.BE,,,0,,,
8500,20,LLEIDA-CTRO.BEC,8500,LLEIDA-CTRO.BEC,,,0,,,
8501,20,TARRAGONA-CTRO.BEC,8501,TARRAGONA-CTRO.BEC,,,0,,,
8502,20,GIRONA-CTRO.BEC,8502,GIRONA-CTRO.BEC,,,0,,,
8503,20,BARCELONA INST.-CTRO.BEC,8503,BARCELONA INST.-CTRO.BEC,,,0,,,
8507,20,TOLEDO-CTRO.BEC,8507,TOLEDO-CTRO.BEC,,,0,,,
8508,20,CORDOBA-CTRO.BEC,8508,CORDOBA-CTRO.BEC,,,0,,,
8509,20,MALAGA-CTRO.BEC,8509,MALAGA-CTRO.BEC,,,0,,,
8510,20,GRANADA-CTRO.BEC,8510,GRANADA-CTRO.BEC,,,0,,,
8512,20,CADIZ-CTRO.BEC,8512,CADIZ-CTRO.BEC,,,0,,,
8513,20,BADAJOZ-CTRO.BEC,8513,BADAJOZ-CTRO.BEC,,,0,,,
8514,20,HUELVA-CTRO.BEC,8514,HUELVA-CTRO.BEC,,,0,,,
8515,20,ALMERIA-CTRO.BEC,8515,ALMERIA-CTRO.BEC,,,0,,,
8516,20,JAEN-CTRO.BEC,8516,JAEN-CTRO.BEC,,,0,,,
8517,20,VALENCIA-CTRO.BEC,8517,VALENCIA-CTRO.BEC,,,0,,,
8518,20,MURCIA-CTRO.BEC,8518,MURCIA-CTRO.BEC,,,0,,,
8519,20,ALICANTE-CTRO.BEC,8519,ALICANTE-CTRO.BEC,,,0,,,
8520,20,PALMA M.-CTRO.BE,8520,PALMA M.-CTRO.BE,,,0,,,
8521,20,S.SEBASTIAN-CTRO.BEC,8521,S.SEBASTIAN-CTRO.BEC,,,0,,,
8522,20,ZARAGOZA-CTRO.BEC,8522,ZARAGOZA-CTRO.BEC,,,0,,,
8523,20,POMPEIA-CTRO.BE,8523,POMPEIA-CTRO.BE,,,0,,,
8524,20,PAMPLONA-CTRO.BEC,8524,PAMPLONA-CTRO.BEC,,,0,,,
8525,20,SANTANDER-CTRO.BEC,8525,SANTANDER-CTRO.BEC,,,0,,,
8526,20,LOGROÑO-CTRO.BEC,8526,LOGROÑO-CTRO.BEC,,,0,,,
8527,20,OVIEDO-CENTRO BEC,8527,OVIEDO-CENTRO BEC,,,0,,,
8528,20,VIGO-CENTRO BEC,8528,VIGO-CENTRO BEC,,,0,,,
8529,20,SANTIAGO-CENTRO BEC,8529,SANTIAGO-CENTRO BEC,,,0,,,
8530,20,VALLADOLID-CENTRO BEC,8530,VALLADOLID-CENTRO BEC,,,0,,,
8532,20,TENERIFE-CTRO.BEC,8532,TENERIFE-CTRO.BEC,,,0,,,
8533,20,LAS PALMAS-CTRO.BEC,8533,LAS PALMAS-CTRO.BEC,,,0,,,
8536,20,SEVILLA-CTRO. BE,8536,SEVILLA-CTRO. BE,,,0,,,
8537,20,A CORUÑA-CENTRO BEC,8537,A CORUÑA-CENTRO BEC,,,0,,,
8538,20,ZAMORA-CENTRO BEC,8538,ZAMORA-CENTRO BEC,,,0,,,
8542,20,LUGO-CENTRO BEC,8542,LUGO-CENTRO BEC,,,0,,,
8543,20,OURENSE-CENTRO BEC,8543,OURENSE-CENTRO BEC,,,0,,,
8544,20,BURGOS-SORIA CTRO.BEC,8544,BURGOS-SORIA CTRO.BEC,,,0,,,
8545,20,LEON-CENTRO BEC,8545,LEON-CENTRO BEC,,,0,,,
8547,20,SEGOVIA-AVILA CENTRO BEC,8547,SEGOVIA-AVILA CENTRO BEC,,,0,,,
8548,20,SALAMANCA-CENTRO BEC,8548,SALAMANCA-CENTRO BEC,,,0,,,
8549,20,PALENCIA-CENTRO BEC,8549,PALENCIA-CENTRO BEC,,,0,,,
8550,20,HUESCA-CTRO.BEC,8550,HUESCA-CTRO.BEC,,,0,,,
8552,20,CASTELLON-CTRO.BEC,8552,CASTELLON-CTRO.BEC,,,0,,,
8554,20,CACERES-CTRO.BEC,8554,CACERES-CTRO.BEC,,,0,,,
8555,20,ALCALA HENARES-CENTRO BEC,8555,ALCALA HENARES-CENTRO BEC,,,0,,,
8556,20,CUENCA-CTRO.BEC,8556,CUENCA-CTRO.BEC,,,0,,,
8557,20,CIUDAD REAL-CTRO.BEC,8557,CIUDAD REAL-CTRO.BEC,,,0,,,
8558,20,ALBACETE-CTRO.BEC,8558,ALBACETE-CTRO.BEC,,,0,,,
8559,20,GIJON-CENTRO BEC,8559,GIJON-CENTRO BEC,,,0,,,
8560,20,PONTEVEDRA-CENTRO BEC,8560,PONTEVEDRA-CENTRO BEC,,,0,,,
8562,20,LOS CRISTIANOS-CTRO.BEC,8562,LOS CRISTIANOS-CTRO.BEC,,,0,,,
8563,20,BILBAO-CTRO.BEC,8563,BILBAO-CTRO.BEC,,,0,,,
8574,20,EXTREMADURA-CTRO BEC,8574,EXTREMADURA-CTRO BEC,,,0,,,
8583,20,JEREZ-PTO.STA MARIA-CTRO.BEC,8583,JEREZ-PTO.STA MARIA-CTRO.BEC,,,0,,,
8590,20,BARCELONA.PL.CATALUÑA-CTRO.BEC,8590,BARCELONA.PL.CATALUÑA-CTRO.BEC,,,0,,,
8694,30,TOTAL F.R.E.OFICINA INSTRUMENTAL,,,8694,TOTAL F.R.E.OFICINA INSTRUMENTAL,0,,,
13,60,BANCA COMERCIAL,,,,,0,,13,BANCA COMERCIAL
6055,55,DD.TT.BANCA COMERCIAL,,,,,0,,13,BANCA COMERCIAL
8002,55,TOTAL RESTO BANCA COMERCIAL,,,,,0,,13,BANCA COMERCIAL
51,50,D.T.CENTRO,,,,,51,D.T.CENTRO,13,BANCA COMERCIAL
2511,30,ZONA (F) DT CENTRO- CTROS APOYO,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
4144,10,COMPLEMENTO DT CENTRO,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
4151,10,COMPLEMENTO D.T. MANCHA-EXTREMADURA,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
5794,10,CTRO GEST.COLECTIVOS MADRID,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
5796,10,CTRO GEST.COLECTIVOS MADRID SUR,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
5843,10,CTRO GEST.COLECTIVOS MANCHA-EXTREMAD,,,2511,ZONA (F) DT CENTRO- CTROS APOYO,51,D.T.CENTRO,13,BANCA COMERCIAL
1130,10,MADRID-CREDI-CENTRO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1171,10,C.P. MADRID EQUIPAMIENTO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1194,10,C.M.D. EXTREMADURA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1201,10,C.P. LA MANCHA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1947,10,C.M.D. CIUDAD REAL,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1948,10,C.M.D. ALBACETE,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1949,10,C.M.D. CACERES,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1950,10,C.M.D. CUENCA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1951,10,C.M.D. GUADALAJARA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1961,10,C.P. MADRID-NORTE-CONSUMO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
1962,10,C.P. MADRID-SUR-CONSUMO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8027,30,Z.PRESCRIP.CENTRO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8253,10,C.P. MADRID-OESTE-APIS,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8254,10,C.P. MADRID-SUR-APIS,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8348,10,C.P. CENTRO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8353,10,CTRO.GESTION APIS-MANCHA/EXTREMADURA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8625,10,DELEGACION RED DE AGENTES CENTRO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8626,10,D.AGTES.MADRID CENTRO,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8628,10,D.AGTES. MADRID ESTE,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8629,10,D.AGTES. MADRID SUR,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8646,10,D.AGTES. CASTILLA LA MANCHA,,,8027,Z.PRESCRIP.CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
8367,30,ZONA B.PERSONAL DT CENTRO,,,8367,ZONA B.PERSONAL DT CENTRO,51,D.T.CENTRO,13,BANCA COMERCIAL
9801,30,Z.MANCHA OCCIDENTAL,,,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
392,10,ALCAZAR DE SAN JUAN-EMILIO CASTELAR,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1256,10,CAMPO DE CRIPTANA,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1436,10,ALCAZAR DE SAN JUAN,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2862,10,ALCAZAR DE SAN JUAN-INSTITUTOS,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3751,10,HERENCIA(AGTE:SERKA ASESORES SL),6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3874,10,VILLAFRANCA C. (AGTE:V.NUÑEZ MAILLO),6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4080,10,MADRIDEJOS-REAL,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4408,10,MADRIDEJOS-SALVADOR,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4451,10,CONSUEGRA,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5365,10,CAMPO CRIPTANA (AGTE:M.CARRASCO LUC),6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6642,10,VILLAFRANCA DE LOS CABALLERO,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6685,20,CBC-ALCAZAR S.JUAN,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7266,10,HERENCIA,6685,CBC-ALCAZAR S.JUAN,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1360,10,BOLAÑOS DE CALATRAVA,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2350,10,DAIMIEL,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2736,10,FUENTE EL FRESNO,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3810,10,BOLAÑOS CALATRAVA (AGTE:A.FERNANDEZ),6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3811,10,ALMAGRO (AGTE:E.GUZMAN GONZALEZ),6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5767,10,MALAGON (AGTE:C.BALMASEDA TAPIADOR),6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6688,20,CBC-BOLAÑOS DE CALATRAVA,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6755,10,VILLARRUBIA DE LOS OJOS,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6890,10,ALMAGRO,6688,CBC-BOLAÑOS DE CALATRAVA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
390,10,CIUDAD REAL-GENERAL AGUILERA 11,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1526,10,CIUDAD REAL-CL.BCA.PERSONAL,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2059,10,CIUDAD REAL-DIPUTACION,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2060,10,CIUDAD REAL,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2068,10,CIUDAD REAL-EL TORREON,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2822,10,CIUDAD REAL-GENERAL AGUILERA 6,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2864,10,CIUDAD REAL-LA MATA,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2872,10,CIUDAD REAL-RONDA DE CIRUELA,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
4684,10,CIUDAD REAL-BANCA PERSONAL,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
5160,10,PORZUNA,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6674,10,MIGUELTURRA,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6689,20,CBC-CIUDAD REAL-GENERAL AGUILERA,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
6845,10,CIUDAD REAL-POSTAS,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7676,10,CIUDAD REAL-HOSPITAL,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
7903,10,CIUDAD REAL-GENERAL AGUILERA 11,6689,CBC-CIUDAD REAL-GENERAL AGUILERA,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
391,10,MANZANARES-TOLEDO,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
393,10,VALDEPEÑAS-SEIS DE JUNIO,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
1083,10,LA SOLANA,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2818,10,VALDEPEÑAS-CANAL,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
2863,10,MANZANARES-EMPEDRADA,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
3672,10,S C MUDELA(AGTE:J.OLAVARRIETA PRADAS,6693,CBC-VALDEPEÑAS,9801,Z.MANCHA OCCIDENTAL,51,D.T.CENTRO,13,BANCA COMERCIAL
