COD_IDCONTRA,COD_PERSONA,FAP_CONTR,IMP_CAPDIS,IMP_CAPINI,IMP_CAPPEN
00000000000000000283423571,3114272,19DEC2005,176000.00,176000.00,87596.94
00000000000000000018809542,3116045,11NOV1997,123207.57,78131.57,17363.49
00000000000000000272145881,3117907,08JAN2016,0.00,0.00,0.00
00000000000000000020237717,3123209,01JUN2005,60000.00,60000.00,29280.62
00000000000000000020237767,3123209,18JUL2007,134332.55,134332.55,79653.10
00000000000000000150554334,3123209,30APR2012,12421.19,12421.19,0.00
00000000000000000164767951,3123209,26MAR2013,6000.00,6000.00,0.00
00000000000000000194812639,3123209,16SEP2013,6000.00,6000.00,904.03
00000000000000000257666603,3123209,01JUN2015,0.00,0.00,0.00
00000000000000000265846103,3123209,15OCT2015,0.00,0.00,0.00
00000000000000000269521171,3123209,01DEC2015,0.00,0.00,0.00
00000000000000000271922515,3123209,04JAN2016,0.00,0.00,0.00
00000000000000000273566792,3123209,01FEB2016,0.00,0.00,0.00
00000000000000000275357706,3123209,01MAR2016,0.00,0.00,0.00
00000000000000000277311056,3123209,04APR2016,0.00,0.00,0.00
00000000000000000279140785,3123209,03MAY2016,0.00,0.00,0.00
00000000000000000280807608,3123209,01JUN2016,0.00,0.00,0.00
00000000000000000280910971,3123209,02JUN2016,0.00,0.00,0.00
00000000000000000356106253,3123209,04JUL2016,0.00,0.00,0.00
00000000000000000356107881,3123209,04JUL2016,0.00,0.00,0.00
00000000000000000358075037,3123209,03AUG2016,0.00,0.00,0.00
00000000000000000359652789,3123209,07SEP2016,0.00,0.00,0.00
00000000000000000361691809,3123209,06OCT2016,0.00,1000.00,686.29
00000000000000000364238096,3123209,07NOV2016,0.00,534.17,218.43
00000000000000000366443442,3123209,05DEC2016,0.00,781.71,528.85
00000000000000000368163994,3123209,03JAN2017,0.00,500.00,335.81
00000000000000000372504922,3123209,06MAR2017,0.00,500.00,500.00
00000000000000000373062043,3123209,14MAR2017,8188.33,8188.33,8188.33
00000100000000000596480977,3123209,28MAR2012,12578.81,12578.81,0.00
00000100000000001229845526,3123209,01APR2016,0.00,0.00,0.00
00000000000000000024996918,3123310,01OCT1996,34377.89,34377.89,0.00
00000000000000000020643134,3123894,23DEC2005,90000.00,90000.00,64595.42
00000000000000000021771559,3133594,31JUL2009,120000.00,120000.00,88202.93
00000000000000000275356693,3136961,01MAR2016,0.00,0.00,0.00
00000000000000000357871373,3136961,29JUL2016,0.00,0.00,0.00
00000000000000000364044422,3136961,03NOV2016,0.00,0.00,0.00
00000000000000000370401644,3136961,03FEB2017,0.00,1606.00,1606.00
00000000000000000283450360,3137062,31OCT2001,78000.00,78000.00,0.00
00000000000000000357326076,3142883,22JUL2016,0.00,0.00,0.00
00000000000000000356106159,3144924,04JUL2016,0.00,292.37,247.04
00000000000000000280282018,3146091,23JUN2016,56000.00,56000.00,53640.25
00000000000000000273787215,3146360,03FEB2016,0.00,0.00,0.00
00000000000000000283797944,3149506,08NOV2006,196000.00,196000.00,178647.48
00000000000000000017956318,3151527,04JUN2009,126000.00,126000.00,33229.38
00000000000000000017352223,3153156,16OCT2002,96162.00,96162.00,33147.10
00000000000000000190992920,3153156,04JUL2013,6293.84,6293.84,0.00
00000100000000000294897369,3153755,17NOV1989,24040.48,24040.48,0.00
00000000000000000061531435,3154206,27NOV2009,127859.49,127859.49,83035.72
00000000000000000234098794,3154454,17MAR2014,15000.00,15000.00,9960.88
00000000000000000017358541,3157561,30OCT2003,67673.96,59981.01,20444.22
00000000000000000061143253,3163819,20NOV2009,340000.00,180000.00,304104.51
00000000000000000061143254,3163819,20NOV2009,19301.17,25032.50,14834.00
00000000000000000152748420,3163819,30JUL2012,79077.45,77077.45,72617.72
00000000000000000133310332,3165702,24MAR2011,109653.60,109653.60,83503.83
00000000000000000238254606,3168490,28MAY2014,0.00,0.00,0.00
00000000000000000238254615,3168490,28MAY2014,0.00,0.00,0.00
00000000000000000238254616,3168490,28MAY2014,0.00,0.00,0.00
00000000000000000238254782,3168490,28MAY2014,0.00,0.00,0.00
00000000000000000256274437,3168490,08MAY2015,0.00,0.00,0.00
00000000000000000283687937,3169074,27FEB2015,362500.00,362500.00,112498.41
00000000000000000248842179,3170372,26DEC2014,31641.03,31641.03,23211.87
00000100000000000518635144,3170372,03JUN2011,216300.00,216300.00,96222.85
00000000000000000019120128,3172002,11MAY2007,240000.00,240000.00,152744.43
00000000000000000143090931,3172002,24OCT2011,30000.00,30000.00,0.00
00000000000000000366338413,3172002,02DEC2016,0.00,4750.47,4016.47
00000000000000000358898965,3177143,22AUG2016,5500.00,5500.00,4789.67
00000000000000000242800008,3179926,27AUG2014,8790.00,8790.00,1383.35
00000000000000000281581713,3181006,21JUN2016,5211.61,5211.61,4540.93
00000000000000000147914262,3188396,22FEB2012,13000.00,13000.00,0.00
00000000000000000250352211,3188396,21JAN2015,3000.00,3000.00,0.00
00000000000000000165382384,3212053,15APR2013,35000.00,35000.00,0.00
00000000000000000261494090,3212053,31JUL2015,10000.00,10000.00,0.00
00000000000000000265923963,3212053,19OCT2015,14000.00,14000.00,0.00
00000000000000000267116306,3212053,05NOV2015,10000.00,10000.00,0.00
00000000000000000270056039,3212053,11DEC2015,10000.00,10000.00,0.00
00000000000000000272564735,3212053,19JAN2016,8500.00,8500.00,0.00
00000000000000000273335816,3212053,28JAN2016,6705.00,6705.00,0.00
00000000000000000278190188,3212053,19APR2016,14870.00,14870.00,0.00
00000000000000000356812292,3212053,14JUL2016,15147.26,15147.26,0.00
00000000000000000361221257,3212053,03OCT2016,6000.00,6000.00,0.00
00000000000000000362580750,3212053,14OCT2016,14000.00,14000.00,0.00
00000000000000000363991046,3212053,03NOV2016,2000.00,2000.00,0.00
00000000000000000366496074,3212053,07DEC2016,6000.00,6000.00,0.00
00000000000000000367979020,3212053,30DEC2016,6000.00,6000.00,0.00
00000000000000000369079045,3212053,17JAN2017,9000.00,9000.00,3000.00
00000000000000000371844514,3212053,24FEB2017,6000.00,6000.00,4000.00
00000100000000000597191663,3212053,24AUG2016,9900.00,9900.00,0.00
00000000000000000253149471,3212582,11MAR2015,6000.00,6000.00,3916.75
00000000000000000280207643,3212582,20MAY2016,0.00,300.00,80.10
00000000000000000280503207,3212582,26MAY2016,0.00,300.00,80.10
00000000000000000300239684,3212582,02SEP2015,0.00,0.00,0.00
00000000000000000300239685,3212582,30SEP2015,0.00,0.00,0.00
00000000000000000300239687,3212582,25APR2016,0.00,0.00,0.00
00000000000000000300239688,3212582,05MAY2016,0.00,0.00,0.00
00000000000000000360126704,3212582,14SEP2016,0.00,207.07,35.76
00000000000000000361179783,3212582,30SEP2016,0.00,203.00,35.08
00000000000000000362507609,3212582,13OCT2016,0.00,0.00,0.00
00000000000000000362507610,3212582,13OCT2016,0.00,0.00,0.00
00000000000000000362507611,3212582,13OCT2016,0.00,91.40,31.38
00000000000000000363802437,3212582,31OCT2016,0.00,0.00,0.00
00000000000000000364240399,3212582,07NOV2016,0.00,0.00,0.00
00000000000000000364240401,3212582,07NOV2016,0.00,105.40,36.16
00000000000000000364833951,3212582,14NOV2016,0.00,64.40,22.11
00000000000000000364834296,3212582,14NOV2016,0.00,63.70,32.55
00000000000000000364834297,3212582,14NOV2016,0.00,103.40,52.84
00000000000000000364834546,3212582,14NOV2016,0.00,63.05,32.20
00000000000000000365834038,3212582,28NOV2016,0.00,80.95,41.36
00000000000000000365834343,3212582,28NOV2016,0.00,59.30,0.00
00000000000000000367379997,3212582,20DEC2016,0.00,71.25,60.23
00000000000000000374001952,3212582,28MAR2017,0.00,149.00,149.00
00000000000000000374091183,3212582,29MAR2017,0.00,892.12,892.12
00000000000000000193606816,3217275,23SEP2013,100000.00,100000.00,71299.30
00000000000000000232003839,3218521,18MAR2014,290000.00,290000.00,273697.20
00000000000000000283724776,3219794,24NOV2015,4000.00,4000.00,2792.89
00000000000000000017055653,3230718,27FEB1997,114128.44,88755.50,49902.87
00000000000000000146512921,3241772,17JAN2012,8000.00,8000.00,0.00
00000000000000000117244763,3241920,18FEB2011,20000.00,20000.00,0.00
00000000000000000025309113,3241922,30NOV1998,44835.50,44835.50,19223.73
00000000000000000363663053,3243811,02NOV2016,6432.33,6432.33,5961.76
00000000000000000197369304,3250005,31OCT2013,10491.30,10491.30,4079.25
00000000000000000265608767,3254064,13OCT2015,3100.00,3100.00,0.00
00000000000000000144709096,3254611,22NOV2011,21380.37,21380.37,0.00
00000000000000000144710666,3254611,22NOV2011,30000.00,30000.00,12795.56
00000000000000000162689566,3254611,14FEB2013,20000.00,20000.00,0.00
00000000000000000279804040,3254611,18MAY2016,14300.00,14300.00,12103.93
00000000000000000276383436,3255344,16MAR2016,0.00,0.00,0.00
00000000000000000280641037,3255344,30MAY2016,0.00,0.00,0.00
00000000000000000360448624,3255344,20SEP2016,0.00,0.00,0.00
00000000000000000364375068,3255344,08NOV2016,0.00,0.00,0.00
00000000000000000365345013,3255344,21NOV2016,0.00,0.00,0.00
00000000000000000365431647,3255344,22NOV2016,0.00,0.00,0.00
00000000000000000373224051,3255344,16MAR2017,0.00,200.00,200.00
00000000000000000020392958,3255368,30AUG2002,78000.00,78000.00,0.00
00000000000000000018536554,3258254,21JUN2001,156263.15,156263.15,85412.97
00000000000000000262881146,3260668,28AUG2015,0.00,0.00,0.00
00000000000000000356091193,3260668,04JUL2016,0.00,0.00,0.00
00000000000000000359693997,3260668,08SEP2016,0.00,0.00,0.00
00000000000000000361244122,3260668,03OCT2016,0.00,0.00,0.00
00000000000000000367560449,3260668,22DEC2016,0.00,116.46,0.00
00000000000000000371009987,3260668,14FEB2017,0.00,203.93,135.95
00000000000000000372274835,3260668,02MAR2017,0.00,144.67,144.67
00000000000000000373306365,3260668,17MAR2017,0.00,230.56,230.56
00000000000000000373466438,3260668,21MAR2017,0.00,196.05,196.05
00000000000000000373962999,3260668,28MAR2017,0.00,99.79,99.79
00000000000000000256240620,3263206,08MAY2015,5522.00,5522.00,4677.02
00000000000000000266293920,3263206,22OCT2015,3333.24,3333.24,2949.19
00000000000000000372774003,3263206,09MAR2017,3000.00,3000.00,3000.00
00000000000000000024293751,3264817,24NOV2002,41412.46,41412.46,15572.30
00000000000000000254021238,3265467,31MAR2015,15000.00,15000.00,7860.92
00000000000000000355035062,3266039,16JUN2016,0.00,0.00,0.00
00000000000000000020512327,3267793,25APR2006,73972.00,73972.00,0.00
00000000000000000017150169,3273013,30JUN2008,150000.00,150000.00,104933.30
00000000000000000278086220,3273013,15APR2016,0.00,699.00,271.87
00000000000000000359619976,3276352,09SEP2016,4000.00,4000.00,3566.94
00000000000000000020723527,3278470,03JAN2003,83866.29,52500.00,56439.55
00000000000000000146156487,3278703,30NOV2011,106606.95,106606.95,38225.75
00000000000000000259560061,3281041,30JUN2015,0.00,800.00,153.84
00000000000000000154488868,3285417,26JUL2012,16000.00,16000.00,0.00
00000000000000000154584902,3285417,26JUL2012,7000.00,7000.00,0.00
00000000000000000058755127,3302201,02OCT2007,6000.00,6000.00,0.00
00000000000000000283598897,3302840,20MAY2010,24516.56,24516.56,4896.08
00000000000000000361268594,3304974,03OCT2016,0.00,0.00,0.00
00000000000000000374099777,3304974,29MAR2017,4400.00,4400.00,4400.00
00000000000000000368529069,3309168,17JAN2017,12000.00,12000.00,10024.89
00000000000000000371667237,3312247,22FEB2017,0.00,234.94,234.94
00000000000000000278463199,3312404,22APR2016,20000.00,20000.00,16870.06
00000000000000000271825764,3313345,31DEC2015,0.00,629.95,405.90
00000000000000000271826190,3313345,31DEC2015,0.00,0.00,0.00
00000000000000000261817785,3324891,04AUG2015,0.00,0.00,0.00
00000000000000000358989323,3324891,24AUG2016,0.00,0.00,0.00
00000000000000000362507033,3324891,13OCT2016,0.00,200.00,41.17
00000000000000000017911203,3327088,09SEP2002,77770.24,50000.00,8811.94
00000000000000000153920599,3336761,29MAR2016,0.00,0.00,0.00
00000000000000000024842756,3341376,08MAR2006,181867.94,181867.94,130531.49
00000000000000000024236813,3342006,12JUN1998,36060.73,36060.73,2905.78
00000000000000000263925197,3349986,16SEP2015,0.00,0.00,0.00
00000000000000000271829846,3349986,31DEC2015,0.00,0.00,0.00
00000000000000000281749139,3349986,15JUN2016,0.00,0.00,0.00
00000000000000000016580720,3355960,21JUL2006,125456.93,125456.93,0.00
00000000000000000253150451,3357755,25MAR2015,122000.00,122000.00,113702.26
00000000000000000019540958,3380869,09MAR2004,107000.00,107000.00,70010.00
00000000000000000170475735,3388361,20JUN2005,204000.00,204000.00,89075.38
00000000000000000019740490,3394232,21AUG2009,152000.00,100000.00,117792.94
00000000000000000248145727,3394232,09DEC2014,30000.00,30000.00,21556.87
00000000000000000260755447,3394232,17JUL2015,10000.00,10000.00,7022.17
00000000000000000261427212,3394232,28JUL2015,10744.78,10744.78,7655.19
00000000000000000267005148,3394232,02NOV2015,0.00,0.00,0.00
00000000000000000269414639,3394232,30NOV2015,0.00,0.00,0.00
00000000000000000271919223,3394232,04JAN2016,0.00,0.00,0.00
00000000000000000273564472,3394232,01FEB2016,0.00,0.00,0.00
00000000000000000275356486,3394232,01MAR2016,0.00,0.00,0.00
00000000000000000277133767,3394232,31MAR2016,0.00,0.00,0.00
00000100000000001325514996,3394232,05JAN2017,0.00,2994.74,2514.01
00000000000000000019255386,3405486,25SEP2009,113491.00,113491.00,90111.76
00000000000000000178830740,3408452,27MAR2006,12600.00,12600.00,0.00
00000000000000000178844301,3408452,27MAR2006,120000.00,120000.00,0.00
00000000000000000178861971,3408452,27MAR2006,283800.00,283800.00,0.00
00000000000000000178870595,3408452,27MAR2006,12600.00,12600.00,0.00
00000000000000000017537639,3410420,30APR2002,150250.00,150250.00,31989.00
00000000000000000099302177,3411994,28OCT2010,60000.00,60000.00,14324.72
00000000000000000283272828,3412972,30JUN2004,228300.00,228300.00,150757.88
00000000000000000080475094,3423637,15APR2010,328000.00,328000.00,275521.06
00000000000000000283303252,3430776,13JUL2007,5500.00,5500.00,0.00
00000000000000000283303519,3430776,05FEB2010,3500.00,3500.00,0.00
00000000000000000283303531,3430776,01FEB2016,1248.00,1248.00,596.78
00000000000000000283821724,3430776,18DEC2003,126000.00,126000.00,0.00
00000000000000000017301072,3436624,21OCT2005,64000.00,64000.00,31944.36
00000000000000000266863913,3436624,29OCT2015,0.00,0.00,0.00
00000000000000000276775945,3436624,23MAR2016,0.00,0.00,0.00
00000000000000000357810090,3436624,28JUL2016,0.00,0.00,0.00
00000000000000000364140128,3436624,04NOV2016,0.00,0.00,0.00
00000000000000000364140317,3436624,04NOV2016,0.00,0.00,0.00
00000000000000000369768331,3436624,26JAN2017,0.00,645.98,488.06
00000000000000000018847414,3437914,04SEP2000,264212.54,126212.54,135005.32
00000000000000000018621147,3438059,31JUL2006,310000.00,310000.00,231770.63
00000000000000000233957743,3438059,14MAR2014,28000.00,28000.00,18215.63
00000000000000000254406848,3438059,04JUL2016,0.00,0.00,0.00
00000000000000000356108328,3438059,04JUL2016,0.00,0.00,0.00
00000000000000000358073991,3438059,03AUG2016,0.00,1369.88,0.00
00000000000000000359652234,3438059,07SEP2016,0.00,0.00,0.00
00000000000000000021249973,3442767,01FEB2002,71400.00,71400.00,3603.65
00000000000000000020649720,3443439,10MAR2006,204000.00,204000.00,148224.30
00000000000000000235109155,3443524,17APR2014,6639.50,6639.50,3129.33
00000000000000000021242591,3452230,06APR2009,11224.49,11224.49,3872.87
00000000000000000021244127,3452230,23NOV2004,52000.00,52000.00,11267.24
00000000000000000019457511,3453259,28MAR2003,53680.00,53680.00,19589.87
00000000000000000366445483,3457310,05DEC2016,0.00,350.00,250.41
00000000000000000366445484,3457310,05DEC2016,0.00,500.00,255.58
00000000000000000366445485,3457310,05DEC2016,0.00,150.00,61.35
00000000000000000016826657,3457629,28NOV2003,257500.00,257500.00,62246.06
00000000000000000021170135,3457936,20OCT2006,90000.00,60000.00,40116.07
00000000000000000195282894,3457936,30SEP2016,0.00,0.00,0.00
00000000000000000017636392,3460171,24SEP2003,66000.00,66000.00,19200.16
00000000000000000361671567,3461826,06OCT2016,1913.31,1913.31,1749.22
00000100000000000350415677,3461826,19JUL2007,30000.00,30000.00,1154.99
00000000000000000079731396,3470434,16MAR2010,98830.00,98830.00,81304.52
00000000000000000355122246,3470434,17JUN2016,3121.81,3121.81,0.00
00000000000000000021858748,3471934,14MAR2007,300000.00,300000.00,166340.38
00000000000000000258344711,3471934,17JUN2015,3000.00,3000.00,0.00
00000000000000000366764926,3471934,15DEC2016,17000.00,17000.00,16208.02
00000000000000000024963479,3479428,08JUL1998,51086.03,51086.03,4618.26
00000000000000000017534596,3480116,17AUG2009,19600.00,19600.00,5161.82
00000000000000000017522287,3480598,21OCT2004,123300.00,123300.00,81772.80
00000000000000000271332709,3482948,22DEC2015,0.00,0.00,0.00
00000000000000000271773485,3482948,30DEC2015,0.00,0.00,0.00
00000000000000000356187809,3482948,05JUL2016,0.00,0.00,0.00
00000000000000000359486026,3482948,05SEP2016,0.00,0.00,0.00
00000000000000000359886321,3482948,12SEP2016,0.00,0.00,0.00
00000000000000000367560742,3482948,22DEC2016,0.00,2500.00,845.76
00000000000000000359144093,3486664,23MAY2007,0.00,127201.32,126569.31
00000000000000000359154486,3486664,23MAY2007,129686.84,118924.20,126569.31
00000000000000000262154331,3491489,17AUG2015,20000.00,20000.00,14031.15
00000000000000000244270295,3493873,29SEP2014,4044.00,4044.00,4044.00
00000100000000000475116795,3493873,27APR2011,212056.71,212056.71,186126.63
00000000000000000021246159,3497527,15FEB2006,119000.00,119000.00,85623.47
00000000000000000021255374,3498898,25JUL2006,106000.00,106000.00,53476.63
00000000000000000057786677,3499133,31JUL2008,52329.92,52329.92,0.00
00000000000000000082830192,3499133,28MAY2010,55000.00,55000.00,26204.00
00000000000000000236550175,3499940,28APR2014,13900.00,13900.00,7755.65
00000100000000000290808126,3500633,24JUN2003,192300.00,192300.00,19393.62
00000000000000000020949050,3522756,12APR2003,95000.00,65209.81,49687.47
00000000000000000277999819,3527271,14APR2016,30000.00,30000.00,27344.27
00000000000000000173928824,3533598,30JUN2011,40000.00,40000.00,29566.78
00000000000000000089164038,3536186,15JUL2010,140000.00,140000.00,124605.57
00000000000000000192253950,3536186,23JUL2013,10576.92,10576.92,3271.67
00000000000000000233598636,3541838,12MAR2014,19500.00,19500.00,8505.98
00000100000000000350157775,3541838,20JUL2010,25300.00,25300.00,0.00
00000000000000000250806208,3542326,09FEB2015,20470.83,20470.83,15385.13
00000000000000000016909237,3551308,04JAN2007,184000.00,184000.00,122578.10
00000000000000000142737421,3551308,14OCT2011,15000.00,15000.00,0.00
00000000000000000145806858,3551308,20JAN2012,75000.00,75000.00,40515.56
00000000000000000273647434,3551308,03FEB2016,21200.00,21200.00,16932.98
00000000000000000369465250,3551308,23JAN2017,8500.00,8500.00,2833.34
00000000000000000367563361,3552013,22DEC2016,4000.00,4000.00,0.00
00000000000000000367599504,3552013,23DEC2016,4000.00,4000.00,4000.00
00000000000000000017186057,3554000,23MAR1999,39065.79,39065.79,5556.22
00000000000000000373075235,3556296,14MAR2017,0.00,780.00,780.00
00000000000000000283675084,3566915,10JAN2008,173000.00,173000.00,133820.13
00000000000000000021785596,3568690,27FEB2008,84000.00,84000.00,50921.10
00000000000000000370764130,3576573,09FEB2017,4921.00,4921.00,4729.29
00000000000000000363352500,3582898,25OCT2016,0.00,0.00,0.00
00000000000000000265297366,3586124,30OCT2015,75000.00,75000.00,47012.09
00000000000000000283715096,3591293,08SEP2015,13000.00,13000.00,9764.67
00000000000000000145651690,3598596,20FEB2012,33500.00,33500.00,14414.08
00000000000000000277103072,3598596,31MAR2016,15000.00,15000.00,12912.28
00000000000000000061219786,3603951,25NOV2009,251000.00,251000.00,142459.39
00000000000000000108796937,3604965,26NOV2010,140000.00,140000.00,122947.81
00000000000000000246191717,3605357,30OCT2014,11155.75,11155.75,2527.59
00000000000000000152137753,3606934,16MAY2016,0.00,0.00,0.00
00000000000000000274986968,3607200,23FEB2016,0.00,0.00,0.00
00000000000000000278548178,3607200,22APR2016,0.00,0.00,0.00
00000000000000000278548528,3607200,22APR2016,0.00,0.00,0.00
00000000000000000356005508,3607200,01JUL2016,0.00,0.00,0.00
00000000000000000357928793,3607200,01AUG2016,0.00,0.00,0.00
00000000000000000359298417,3607200,31AUG2016,0.00,0.00,0.00
00000000000000000363897674,3607200,02NOV2016,0.00,531.32,0.00
00000000000000000367736751,3607200,27DEC2016,0.00,611.94,310.52
00000000000000000368239823,3607200,04JAN2017,0.00,668.54,448.99
00000000000000000372310879,3607200,02MAR2017,0.00,1321.94,1321.94
00000000000000000098037564,3614633,30SEP2010,122770.40,122770.40,103772.85
00000000000000000255933263,3614633,04MAY2015,0.00,0.00,0.00
00000000000000000266334729,3614633,22OCT2015,0.00,0.00,0.00
00000000000000000266943493,3614633,30OCT2015,0.00,0.00,0.00
00000000000000000020468211,3615059,30JUL2001,27045.54,27045.54,0.00
00000000000000000359767357,3615059,09SEP2016,7500.00,7500.00,6861.46
00000000000000000024008136,3615703,15JUN1999,96161.94,96161.94,0.00
00000000000000000017959645,3620510,15APR2002,60102.00,60102.00,29978.93
00000000000000000283320423,3620510,23DEC2015,14250.00,14250.00,12041.98
00000000000000000283726839,3620510,06APR2010,18000.00,18000.00,2514.64
00000000000000000283726902,3620510,10SEP2004,180000.00,180000.00,115445.04
00000000000000000019631424,3627096,07JUL2008,38904.80,38904.80,3827.52
00000000000000000197365737,3644065,05NOV2013,16683.73,16683.73,12242.77
00000000000000000274803556,3644551,19FEB2016,0.00,0.00,0.00
00000000000000000281139542,3644551,07JUN2016,0.00,0.00,0.00
00000000000000000363352314,3644551,25OCT2016,0.00,381.00,235.36
00000000000000000363352677,3644551,25OCT2016,0.00,220.60,113.55
00000000000000000363352751,3644551,25OCT2016,0.00,171.00,58.71
00000000000000000363353253,3644551,25OCT2016,0.00,240.00,82.36
00000000000000000283372361,3661066,15DEC2005,108000.00,108000.00,67854.90
00000000000000000283372588,3661066,14AUG2009,25000.00,25000.00,21197.18
00000000000000000364043893,3661066,03NOV2016,0.00,443.38,0.00
00000000000000000143263766,3662074,03NOV2011,61500.00,61500.00,35431.10
00000000000000000355372590,3662128,22JUN2016,0.00,0.00,0.00
00000000000000000355572383,3662128,27JUN2016,0.00,0.00,0.00
00000000000000000355572384,3662128,27JUN2016,0.00,0.00,0.00
00000000000000000021606587,3670279,30NOV2005,57431.64,57431.64,16250.82
00000000000000000021606664,3670279,05JUN2009,174049.61,174049.61,137685.48
00000000000000000190655165,3670279,01JUL2013,3000.00,3000.00,985.09
00000000000000000198452770,3670279,11NOV2013,10694.82,10694.82,4339.39
00000000000000000148264678,3681283,16MAR2012,82000.00,82000.00,69933.10
00000000000000000245836798,3684482,23OCT2014,0.00,0.00,0.00
00000000000000000249796546,3684482,09JAN2015,0.00,0.00,0.00
00000000000000000021764689,3688254,03FEB2004,69147.79,58661.79,28403.99
00000000000000000017967444,3690727,14JAN2005,162000.00,162000.00,96405.61
00000000000000000021582532,3691348,15APR1999,30050.61,23806.09,16738.74
00000000000000000017633669,3694183,10JUN2004,105952.00,105952.00,44887.70
00000000000000000249667214,3694183,09JAN2015,6424.10,6424.10,0.00
00000000000000000371107033,3694183,15FEB2017,9666.37,9666.37,0.00
00000000000000000372096395,3694183,02MAR2017,13916.48,13916.48,13916.48
00000000000000000097395634,3697613,15SEP2010,5260.33,5260.33,0.00
00000000000000000283673497,3700745,13MAR2009,208000.00,208000.00,162894.47
00000000000000000178640305,3703039,17JUL2003,90000.00,90000.00,9677.93
00000000000000000247139400,3706415,20NOV2014,16069.60,16069.60,9507.34
00000000000000000233042812,3706691,07MAR2014,20470.83,20470.83,9425.80
00000000000000000278174711,3714311,18APR2016,0.00,0.00,0.00
00000000000000000278174712,3714311,18APR2016,0.00,0.00,0.00
00000000000000000278174713,3714311,18APR2016,0.00,0.00,0.00
00000000000000000281406737,3714311,13JUN2016,0.00,0.00,0.00
00000000000000000281406738,3714311,13JUN2016,0.00,0.00,0.00
00000000000000000356187919,3714311,05JUL2016,0.00,0.00,0.00
00000000000000000356187920,3714311,05JUL2016,0.00,0.00,0.00
00000000000000000356187921,3714311,05JUL2016,0.00,0.00,0.00
00000000000000000356270332,3714311,06JUL2016,0.00,0.00,0.00
00000000000000000356270333,3714311,06JUL2016,0.00,0.00,0.00
00000000000000000356488213,3714311,11JUL2016,0.00,0.00,0.00
00000000000000000356488868,3714311,11JUL2016,0.00,0.00,0.00
00000000000000000358071300,3714311,03AUG2016,0.00,0.00,0.00
00000000000000000358071301,3714311,03AUG2016,0.00,0.00,0.00
00000000000000000358071302,3714311,03AUG2016,0.00,0.00,0.00
00000000000000000358782754,3714311,18AUG2016,0.00,0.00,0.00
00000000000000000359588418,3714311,06SEP2016,0.00,0.00,0.00
00000000000000000360448396,3714311,20SEP2016,0.00,0.00,0.00
00000000000000000360448397,3714311,20SEP2016,0.00,0.00,0.00
00000000000000000193323754,3715723,27AUG2013,18459.52,18459.52,9414.14
00000000000000000264850487,3715723,29SEP2015,0.00,0.00,0.00
00000000000000000269413645,3715723,30NOV2015,0.00,0.00,0.00
00000000000000000359246736,3715723,30AUG2016,0.00,1279.64,534.78
00000000000000000361178301,3715723,30SEP2016,0.00,824.35,380.02
00000000000000000365940943,3715723,29NOV2016,0.00,561.81,287.17
00000000000000000372058171,3715723,28FEB2017,0.00,460.98,460.98
00000000000000000374312613,3715723,31MAR2017,0.00,433.91,433.91
00000000000000000017526679,3716797,27MAY1999,72121.45,72121.45,28376.33
00000000000000000025633317,3718717,24MAY2005,46997.58,46997.58,24136.47
00000000000000000283757256,3722272,23NOV1998,45075.91,45075.91,16855.22
00000000000000000168825810,3730705,24NOV2008,17000.00,17000.00,3296.92
00000000000000000168835743,3730705,24SEP2004,225000.00,225000.00,153944.08
00000000000000000020808900,3732001,24MAY2005,225000.00,225000.00,10694.58
00000000000000000283717474,3738411,23AUG2007,20000.00,20000.00,1202.48
00000000000000000283717498,3738411,20JUN2006,150000.00,150000.00,107962.72
00000000000000000364619891,3743078,11NOV2016,1500.00,1500.00,1113.96
00000000000000000115457460,3749793,02FEB2011,152000.00,152000.00,134014.50
00000000000000000021143888,3753693,06JUN2003,78200.00,78200.00,42556.26
00000000000000000145381114,3753919,13DEC2011,5000.00,5000.00,0.00
00000100000000000350811953,3753919,28JAN2010,40000.00,40000.00,26208.82
00000000000000000276021748,3763765,10MAR2016,0.00,0.00,0.00
00000000000000000369199702,3763765,20JAN2017,2300.00,2300.00,2198.19
00000000000000000283842687,3775439,02DEC2004,102800.00,102800.00,74353.06
00000000000000000018636291,3788482,24OCT1997,238093.51,174293.51,53235.07
00000000000000000109304991,3788482,22DEC2010,98928.48,98928.48,72066.57
00000000000000000273079273,3788482,25JAN2016,16092.10,16092.10,13890.51
00000000000000000275861363,3788482,16MAR2016,6377.73,6377.73,4934.80
00000000000000000260181252,3792072,15JUL2015,8600.00,8600.00,6171.68
00000000000000000020902421,3796902,20MAY2004,156500.00,156500.00,104130.72
00000000000000000165001739,3796902,03APR2013,6000.00,6000.00,0.00
00000000000000000275908115,3796902,09MAR2016,5055.00,5055.00,1758.94
00000000000000000021255385,3808934,18DEC2006,108000.00,108000.00,4240.52
00000000000000000025763958,3808934,09OCT2007,100000.00,100000.00,64000.00
00000100000000000369592039,3821253,30DEC2002,45000.00,45000.00,3461.52
00000100000000000374637590,3821253,23JUL2004,45000.00,45000.00,0.00
00000000000000000133845481,3827746,28JUL2016,0.00,0.00,0.00
00000000000000000363158885,3829133,21OCT2016,0.00,0.00,0.00
00000000000000000276085195,3830591,18MAR2016,14000.00,14000.00,6179.99
00000000000000000018083814,3837963,06MAY1998,89911.41,89911.41,20107.54
