COD_IDCONTRA,COD_PERSONA,FAP_CONTR,IMP_CAPDIS,IMP_CAPINI,IMP_CAPPEN
00000100000000000597034510,15071117,31DEC2999,71500.00,71500.00,0.00
00000000000000000134370222,15074585,25MAR2011,5000.00,5000.00,0.00
00000000000000000173275568,15078327,19MAR2004,5000.00,5000.00,3330.34
00000000000000000173277992,15078327,28NOV2006,170000.00,170000.00,23335.06
00000000000000000173282979,15078327,19MAR2004,115000.00,115000.00,76595.10
00000000000000000278452457,15078327,22APR2016,25194.02,25194.02,21032.93
00000000000000000024873458,15078437,05SEP2008,67749.92,67749.92,49976.51
00000000000000000017543080,15083699,12MAY2009,110000.00,110000.00,79587.82
00000000000000000082281681,15098318,10MAY2010,165514.64,165514.64,118671.68
00000000000000000283598395,15106522,20DEC2005,100900.00,100900.00,82990.72
00000000000000000019507251,15108918,10APR2000,96161.94,96161.94,21431.97
00000000000000000153875007,15111297,13JUL2012,80000.00,80000.00,31741.84
00000000000000000025860109,15111690,01JAN2001,68929.28,68929.28,18423.40
00000000000000000152132247,15113318,29MAY2012,20000.00,20000.00,10586.61
00000000000000000091501703,15116755,30JUL2010,222483.55,222483.55,175540.50
00000000000000000248590870,15116755,17DEC2014,12848.22,12848.22,0.00
00000000000000000017326204,15122150,16NOV2007,40000.00,40000.00,8981.29
00000000000000000114743580,15123011,17JAN2011,9137.06,9137.06,4624.70
00000000000000000021225313,15123317,04OCT2004,90000.00,90000.00,53696.55
00000000000000000021790937,15126152,16MAR2006,160000.00,160000.00,100291.79
00000000000000000017229342,15127364,26MAY2006,108000.00,108000.00,55278.36
00000000000000000020224447,15137972,06SEP2001,54091.09,54091.09,16321.08
00000000000000000154213804,15137972,23JUL2012,14720.81,14720.81,7209.76
00000000000000000024160016,15138029,31JUL1998,35159.21,35159.21,4065.32
00000000000000000272822457,15138029,20JAN2016,0.00,0.00,0.00
00000000000000000021405044,15138215,08OCT2003,169000.00,169000.00,107884.68
00000000000000000019264137,15138255,04MAY2005,165620.00,165620.00,115781.34
00000000000000000367106707,15138407,15DEC2016,800.00,800.00,0.00
00000000000000000281544824,15139920,14JUN2016,4800.00,4800.00,1200.00
00000000000000000020217564,15144806,14SEP2001,40718.57,40718.57,24523.12
00000000000000000267617360,15145818,11NOV2015,6200.38,6200.38,0.00
00000000000000000370051353,15145818,10FEB2017,7306.21,7306.21,7018.92
00000000000000000019243550,15146265,02FEB2009,13979.59,13979.59,0.00
00000000000000000370321047,15146265,23FEB2017,45514.41,45514.41,45295.67
00000000000000000021701971,15151160,24SEP2003,246000.00,246000.00,82271.35
00000000000000000021702460,15151160,20JUN2008,152000.00,152000.00,89901.34
00000000000000000065376312,15151160,20JAN2010,177000.00,177000.00,142305.97
00000000000000000088650099,15152326,24JUN2010,154600.00,124000.00,121576.49
00000000000000000024563366,15155708,01MAY1983,15746.52,15746.52,0.00
00000000000000000021455100,15160796,17OCT2005,90000.00,90000.00,43837.24
00000000000000000155731540,15162343,30AUG2012,60800.38,60800.38,49321.13
00000000000000000020029586,15165048,18APR2008,3199.61,3199.61,0.00
00000000000000000240832422,15166194,09SEP2014,140000.00,140000.00,128810.17
00000000000000000276713070,15166194,22MAR2016,18751.84,18751.84,15366.11
00000000000000000019683590,15166631,13APR2007,160000.00,160000.00,116968.92
00000000000000000149852481,15174627,17APR2012,2714.92,2714.92,0.00
00000000000000000021514408,15175742,03DEC2003,72000.00,72000.00,20338.53
00000000000000000018740188,15179846,26JAN2001,49042.59,49042.59,22815.80
00000000000000000273567272,15186022,01FEB2016,0.00,0.00,0.00
00000000000000000273567411,15186022,01FEB2016,0.00,0.00,0.00
00000000000000000356194437,15186022,05JUL2016,0.00,0.00,0.00
00000000000000000356194543,15186022,05JUL2016,0.00,0.00,0.00
00000000000000000358994381,15186022,24AUG2016,2050.01,2050.01,1290.74
00000000000000000363353358,15186022,25OCT2016,0.00,59.00,0.00
00000000000000000363802928,15186022,31OCT2016,0.00,127.00,0.00
00000000000000000363803164,15186022,31OCT2016,0.00,145.00,29.84
00000000000000000368240916,15186022,04JAN2017,0.00,405.91,306.68
00000000000000000370963821,15186022,13FEB2017,0.00,145.00,145.00
00000000000000000019361172,15189119,28APR2004,54000.00,54000.00,29182.17
00000000000000000019361374,15189119,17JAN2007,73000.00,73000.00,50467.72
00000000000000000192653502,15189963,26JUL2013,7305.01,7305.01,0.00
00000000000000000255356701,15189963,21APR2015,3000.00,3000.00,133.48
00000000000000000020198261,15190149,04JUL2005,600000.00,600000.00,201536.51
00000000000000000020299549,15194525,22MAR2005,161345.76,99323.25,142331.93
00000000000000000238961807,15194525,19JUN2014,4333.56,4333.56,1524.58
00000000000000000279538029,15198691,10MAY2016,3050.00,3050.00,522.19
00000000000000000272661695,15200870,17FEB2016,102500.00,102500.00,97381.37
00000000000000000261311474,15203046,27JUL2015,0.00,0.00,0.00
00000000000000000018967407,15213711,03SEP1999,60101.21,60101.21,12230.43
00000000000000000021535311,15220726,06APR1999,123090.17,90151.82,78673.51
00000000000000000199256974,15220726,21NOV2013,0.00,0.00,0.00
00000000000000000016725002,15222381,12DEC1997,66111.33,66111.33,2015.95
00000000000000000262563462,15222381,04SEP2015,65000.00,65000.00,60358.01
00000000000000000020264669,15223274,19JUN2003,126212.54,126212.54,78810.96
00000000000000000143718041,15223274,19MAY2015,0.00,0.00,0.00
00000000000000000151048664,15223274,20JUL2015,0.00,219.35,107.36
00000000000000000082562086,15223994,19MAY2010,21965.51,21965.51,9107.57
00000000000000000261445895,15224148,30JUL2015,3100.00,3100.00,1421.39
00000000000000000261498505,15224148,30JUL2015,3100.00,3100.00,1421.39
00000000000000000367834031,15224148,28DEC2016,0.00,660.00,0.00
00000000000000000019714276,15224267,14FEB2008,154255.19,154255.19,117564.79
00000100000000001194436535,15224267,17FEB2015,14215.73,14215.73,9503.28
00000000000000000024319736,15230451,31AUG2005,126000.00,126000.00,87678.12
00000000000000000233821687,15230451,14APR2014,89246.96,89246.96,81485.02
00000000000000000249072308,15230503,23DEC2014,5220.05,5220.05,1554.60
00000000000000000242481400,15235882,12AUG2014,0.00,0.00,0.00
00000000000000000245157481,15235882,13OCT2014,0.00,0.00,0.00
00000000000000000249888737,15235882,12JAN2015,0.00,144.89,52.54
00000000000000000256394036,15235882,11MAY2015,0.00,0.00,0.00
00000000000000000262067141,15235882,10AUG2015,0.00,0.00,0.00
00000000000000000263391685,15235882,07SEP2015,0.00,0.00,0.00
00000000000000000264923941,15235882,30SEP2015,0.00,150.00,89.05
00000000000000000273566134,15235882,01FEB2016,0.00,744.47,408.08
00000000000000000277813697,15235882,11APR2016,0.00,0.00,0.00
00000000000000000278042319,15235882,14APR2016,0.00,165.94,124.23
00000000000000000363352147,15235882,25OCT2016,0.00,56.46,34.11
00000000000000000369244100,15235882,18JAN2017,0.00,62.90,58.83
00000000000000000370403561,15235882,03FEB2017,0.00,104.00,104.00
00000000000000000372881726,15235882,10MAR2017,0.00,129.94,129.94
00000000000000000024965898,15237221,20OCT2005,60000.00,60000.00,9230.78
00000100000000000312752519,15237221,21OCT2005,60000.00,60000.00,0.00
00000000000000000025683215,15242518,29DEC2003,45971.42,45971.42,0.00
00000000000000000145155582,15243187,22DEC2011,135000.00,131111.55,73654.07
00000000000000000145261104,15243187,22DEC2011,10000.00,8383.99,8682.05
00000000000000000019270947,15244333,03NOV2003,0.00,90000.00,0.00
00000000000000000019270954,15244333,03NOV2003,90000.00,90000.00,59102.75
00000000000000000355407955,15245749,27JUN2016,4305.08,4305.08,3408.22
00000100000000001194655195,15245749,24FEB2015,23000.00,23000.00,18264.95
00000000000000000160109722,15247819,20DEC2012,35000.00,35000.00,7072.99
00000000000000000019541169,15261851,05MAY2006,106380.00,106380.00,56067.43
00000000000000000017134712,15262115,30DEC2008,120000.00,120000.00,76009.38
00000000000000000109300941,15262115,10DEC2010,13000.00,13000.00,0.00
00000000000000000018258879,15265929,31JAN1997,87747.77,87747.77,0.00
00000000000000000021516976,15267217,24NOV2006,202077.30,202077.30,177532.30
00000000000000000025837649,15267217,24NOV2006,18000.00,18000.00,10175.02
00000000000000000168627415,15271339,21FEB2008,132000.00,132000.00,92293.83
00000000000000000150590364,15272118,02MAY2012,6437.54,6437.54,277.33
00000000000000000019412201,15273146,22MAY2006,54000.00,54000.00,9504.30
00000000000000000023987207,15273155,19OCT2009,140024.37,140024.37,97389.29
00000000000000000242583543,15275019,15AUG2014,2000.00,2000.00,0.00
00000000000000000263174418,15275019,03SEP2015,3158.31,3158.31,862.80
00000000000000000276570508,15275019,18MAR2016,10000.00,10000.00,8267.14
00000000000000000272135399,15276393,08JAN2016,0.00,499.95,240.82
00000000000000000018320239,15278930,02NOV2006,55000.00,55000.00,36627.37
00000000000000000149436105,15278930,26APR2012,7511.21,7511.21,1531.12
00000000000000000277712915,15278930,11APR2016,4000.00,4000.00,3172.71
00000000000000000369833659,15278930,27JAN2017,3000.00,3000.00,2845.97
00000000000000000159799091,15281373,20DEC2012,109000.00,109000.00,101644.65
00000000000000000355574283,15281373,01JUL2016,3159.31,3159.31,2524.52
00000000000000000358786847,15291735,18AUG2016,10000.00,10000.00,9165.75
00000000000000000025309364,15292415,05OCT2001,45015.81,45015.81,14095.59
00000100000000001181019121,15293278,20DEC2001,150253.03,150253.03,46734.66
00000000000000000272264269,15300345,11JAN2016,0.00,290.00,202.65
00000000000000000287690093,15300345,01OCT2009,49440.73,49440.73,40908.95
00000000000000000082953068,15303149,01JUN2010,297338.64,297338.64,257186.86
00000000000000000018878098,15311283,06APR2006,50000.00,50000.00,0.00
00000000000000000263231740,15311658,04SEP2015,2150.01,2150.01,594.78
00000000000000000371256847,15311658,17FEB2017,1550.01,1550.01,1490.83
00000000000000000021620615,15311687,27JUN2001,160347.28,159268.21,92043.90
00000000000000000019265461,15314605,06JUL2006,90800.00,90800.00,17445.72
00000100000000000350343265,15314605,05MAR2007,66400.00,66400.00,45774.53
00000000000000000019265473,15317693,28DEC2006,114000.00,114000.00,78144.97
00000000000000000115672432,15322283,03FEB2011,31503.83,31503.83,0.00
00000000000000000195536243,15322283,30SEP2013,50000.00,50000.00,0.00
00000000000000000279223698,15323943,04MAY2016,18600.00,18600.00,16380.15
00000000000000000191996668,15325914,16JUL2013,6000.00,6000.00,608.21
00000000000000000243629459,15326631,12SEP2014,23371.95,23371.95,12305.21
00000000000000000355375378,15336069,22JUN2016,0.00,300.00,106.01
00000000000000000018415294,15339125,29NOV2007,54000.00,54000.00,0.00
00000000000000000283375813,15342487,08FEB2002,66000.00,66000.00,34254.10
00000000000000000150104613,15347255,26APR2012,4200.00,4200.00,0.00
00000000000000000061238690,15352245,25NOV2009,161183.66,161183.66,116207.25
00000000000000000273564852,15353268,01FEB2016,0.00,0.00,0.00
00000000000000000273567263,15353268,01FEB2016,0.00,0.00,0.00
00000000000000000362700496,15353268,17OCT2016,0.00,0.00,0.00
00000000000000000362700497,15353268,17OCT2016,0.00,0.00,0.00
00000000000000000373913774,15353268,27MAR2017,0.00,300.00,300.00
00000000000000000276933153,15354450,13APR2016,100000.00,100000.00,95616.23
00000000000000000271088553,15360476,17DEC2015,3000.00,3000.00,0.00
00000000000000000367020578,15360476,16DEC2016,3000.00,3000.00,3000.00
00000000000000000019347096,15360663,18NOV1997,148136.63,81136.63,62664.60
00000000000000000161903236,15360663,14MAR2013,92565.00,92565.00,75334.62
00000000000000000158085972,15361809,14NOV2012,150794.56,150794.56,133860.67
00000000000000000018016064,15365387,19OCT2001,69717.40,69717.40,35042.16
00000000000000000021163238,15368093,24MAY2000,54091.09,54091.09,11941.99
00000000000000000363762764,15368405,31OCT2016,2500.00,2500.00,1474.99
00000000000000000020587007,15371487,23NOV2001,210354.24,210354.24,0.00
00000000000000000021194204,15373341,23JAN2009,320000.00,270000.00,292555.76
00000000000000000199127806,15373341,25NOV2013,9732.53,9732.53,6673.09
00000000000000000281099959,15374656,28JUL2016,61900.00,61900.00,59643.44
00000000000000000136843787,15375231,26MAY2011,251050.72,251050.72,214827.02
00000000000000000024563260,15382040,20JAN1981,10373.47,10373.47,0.00
00000000000000000283476542,15385634,14APR2011,11800.00,11800.00,0.00
00000000000000000371750460,15388098,23FEB2017,10426.05,10426.05,10273.71
00000000000000000283900058,15400902,23SEP2008,150000.00,150000.00,69939.72
00000000000000000019098454,15406463,25APR2003,120202.42,120202.42,52585.26
00000000000000000025697883,15410787,24OCT2005,75065.36,75065.36,37895.85
00000000000000000024592646,15411867,24NOV2008,82568.27,82568.27,61267.31
00000000000000000144756272,15411867,23NOV2011,20000.00,20000.00,9048.73
00000000000000000168099935,15413278,22NOV2007,140000.00,140000.00,98538.60
00000100000000000349380842,15413278,14MAY2010,30000.00,30000.00,772.24
00000000000000000019709137,15413411,09AUG2001,63004.10,63004.10,0.00
00000000000000000019803634,15427443,26JAN2007,350000.00,350000.00,263189.61
00000000000000000147900408,15428089,17FEB2012,12269.94,12269.94,0.00
00000000000000000373985135,15428089,31MAR2017,3480.04,3480.04,3480.04
00000000000000000190933751,15432342,29AUG2013,125822.00,125822.00,99616.17
00000000000000000019747390,15432714,17JUL1998,72121.45,72121.45,0.00
00000000000000000360504609,15432768,21SEP2016,7000.00,7000.00,5339.87
00000000000000000019786793,15433478,10OCT2005,183500.00,183500.00,106251.75
00000000000000000017584164,15439256,12SEP2006,140000.00,140000.00,116391.39
00000000000000000245158695,15439329,30OCT2014,49760.00,49760.00,0.00
00000000000000000017613721,15439456,14MAY2002,66111.00,66111.00,20937.69
00000000000000000274659968,15439552,24FEB2016,300000.00,300000.00,161796.64
00000000000000000365610373,15439552,28NOV2016,435000.00,435000.00,422374.49
00000000000000000061566660,15442969,01DEC2009,24000.00,24000.00,3044.53
00000000000000000365565185,15443079,23NOV2016,0.00,0.00,0.00
00000000000000000283242777,15444957,08SEP2009,171000.00,171000.00,147637.48
00000000000000000019202537,15449142,23SEP2003,114200.00,114200.00,10114.52
00000100000000001224496706,15449142,01FEB2016,12000.00,12000.00,9939.12
00000000000000000134156786,15454306,30MAR2011,86719.88,86719.88,70876.10
00000000000000000021521570,15454846,05MAY2008,360000.00,360000.00,150295.86
00000000000000000021887412,15454846,27SEP2005,130000.00,130000.00,48409.90
00000000000000000237890721,15456990,30MAY2014,30000.00,30000.00,0.00
00000000000000000280633812,15456990,22JUN2016,30000.00,30000.00,26051.88
00000000000000000276523458,15458902,23MAR2016,3090.00,3090.00,1890.78
00000000000000000020077462,15459930,04OCT2006,132000.00,132000.00,51043.64
00000000000000000079056101,15460308,26FEB2010,200000.00,200000.00,122438.12
00000000000000000268093431,15463053,18NOV2015,2100.00,2100.00,865.21
00000000000000000283269160,15463465,14DEC2000,12068.32,12068.32,1548.13
00000000000000000283269185,15463465,15DEC2000,3005.06,3005.06,1168.26
00000000000000000283269332,15463465,14DEC2000,122251.87,122251.87,24449.41
00000000000000000283536784,15463465,21SEP2015,24000.00,24000.00,19515.68
00000000000000000021853589,15465278,21APR2008,18000.00,18000.00,0.00
00000000000000000020670076,15466517,02JUN2004,120000.00,120000.00,79447.66
00000000000000000018763064,15468443,28SEP2001,78131.57,78131.57,48741.39
00000000000000000169231937,15475584,07MAR2011,10000.00,10000.00,0.00
00000000000000000169236012,15475584,17MAR2011,8000.00,8000.00,0.00
00000000000000000179873271,15476497,23JUN2010,48000.00,48000.00,0.00
00000000000000000268092827,15476506,18NOV2015,0.00,469.00,52.04
00000000000000000018488299,15482351,24AUG2009,80000.00,80000.00,30477.66
00000000000000000021844330,15482483,30MAR2001,125070.85,42070.85,92021.31
00000000000000000020463855,15483636,08SEP2003,190000.00,190000.00,80104.30
00000100000000000349712137,15485292,30JUL2001,120202.42,120202.42,0.00
00000000000000000108006490,15485867,08NOV2010,120956.54,120956.54,76666.69
00000000000000000018915701,15490725,01JUL2004,120000.00,120000.00,21907.88
00000000000000000283617457,15490933,26DEC2000,113471.09,113471.09,65181.57
00000000000000000018694707,15491730,13MAR2009,45000.00,45000.00,10602.54
00000000000000000017844323,15491936,04FEB2003,180303.63,180303.63,13516.77
00000000000000000269656567,15493435,10DEC2015,11659.39,11659.39,9391.38
00000000000000000017901426,15494038,31MAR2000,78131.57,78131.57,17677.92
00000000000000000279312906,15500837,11MAY2016,7625.00,7625.00,5189.31
00000000000000000018817260,15502177,03APR1998,36060.73,36060.73,2636.21
00000000000000000269677313,15503198,04DEC2015,3012.82,3012.82,1924.23
00000000000000000025259835,15505572,15JUL2005,100549.00,100549.00,30840.09
00000100000000001194593216,15506823,24FEB2015,6254.40,6254.40,0.00
00000000000000000257664550,15510210,29JUN2016,0.00,110.00,38.88
00000000000000000253878720,15510840,26MAR2015,10000.00,10000.00,0.00
00000000000000000370998847,15510840,02MAR2017,15000.00,15000.00,15000.00
00000000000000000091496156,15512740,30JUL2010,191040.00,191040.00,162448.84
00000000000000000087989757,15513230,11JUN2010,20000.00,20000.00,4166.57
00000000000000000020514421,15513787,16JUL2003,110000.00,110000.00,63587.37
00000000000000000019966758,15514849,16MAY2006,245163.00,245163.00,1127.48
00000000000000000019003605,15519108,29JAN2003,162000.00,162000.00,38269.43
00000000000000000259078396,15520509,27JUL2015,123500.00,123500.00,114654.53
00000000000000000283232217,15521019,30JUN2004,21197.02,21197.02,5434.13
00000000000000000283304557,15521019,13DEC2000,3005.06,3005.06,626.94
00000000000000000283304970,15521019,13DEC2000,122251.87,122251.87,25510.41
00000000000000000283310408,15521019,04DEC2014,24000.00,24000.00,13227.30
00000000000000000152643590,15523163,12JUN2012,10000.00,10000.00,0.00
00000000000000000273093086,15523163,29JAN2016,5428.81,5428.81,3889.97
00000000000000000021894518,15525217,30APR2001,113710.21,60101.21,47141.95
00000000000000000279698728,15525217,14JUN2016,70727.94,70727.94,68888.51
00000000000000000283380197,15526287,28OCT2015,35000.00,35000.00,31507.79
00000000000000000108615164,15527805,26NOV2010,37500.00,37500.00,1463.23
00000000000000000025351426,15530833,11MAR2004,71332.00,71332.00,30096.85
00000000000000000016692173,15531678,12MAY2005,520000.00,520000.00,415868.73
00000000000000000019249793,15531680,01SEP2006,110000.00,110000.00,90009.21
00000000000000000025309309,15532313,02AUG2001,46878.94,46878.94,14219.19
00000000000000000017908719,15532779,10MAY2007,89896.64,80896.64,45871.07
00000000000000000020965287,15533228,20AUG2004,99200.00,99200.00,66460.02
00000100000000000500394029,15535711,13MAY2011,78474.48,73124.48,66545.04
00000000000000000018692951,15537881,25NOV1999,97996.45,72121.45,58516.94
00000000000000000020313186,15538015,29OCT2008,172000.00,172000.00,139022.45
00000000000000000021648472,15541935,10FEB2003,81136.00,81136.00,0.00
00000000000000000020400232,15542423,23MAR2004,50000.00,50000.00,0.00
00000000000000000018269461,15546625,28DEC1999,60101.21,60101.21,10480.43
00000000000000000023981240,15547077,17OCT2007,157488.19,128152.85,118750.09
00000000000000000065188128,15554208,11JAN2010,233000.00,233000.00,0.00
00000000000000000269416645,15554208,30NOV2015,0.00,0.00,0.00
00000000000000000278900675,15554208,03MAY2016,215308.57,215308.57,209867.20
00000000000000000280558222,15554208,27MAY2016,0.00,809.00,404.54
00000000000000000018082250,15555022,28JUN2001,46494.30,46494.30,0.00
00000000000000000020279314,15555455,13APR2007,30000.00,30000.00,694.16
00000000000000000283260997,15559693,12JUN2008,32000.00,32000.00,10804.71
00000000000000000019446415,15561293,21APR2006,150000.00,150000.00,107818.14
00000000000000000025736495,15563277,17JUL2003,87651.61,87651.61,21029.80
00000000000000000117536469,15566538,23FEB2011,296576.31,296576.31,141382.41
00000000000000000088193900,15571005,18JUN2010,149101.65,142101.65,137862.80
00000000000000000366177779,15574006,01DEC2016,0.00,1129.00,940.84
00000000000000000170883862,15575394,21OCT2009,189305.00,189305.00,180153.92
00000000000000000170885543,15575394,28FEB2011,45866.30,45866.30,21281.52
00000000000000000360567268,15575394,22SEP2016,10000.00,10000.00,9524.12
00000000000000000250822798,15578586,29JAN2015,23117.26,23117.26,19931.45
00000000000000000140477823,15580550,01SEP2011,26000.00,26000.00,12916.71
00000000000000000024984371,15585512,05APR2001,29534.02,29534.02,15517.20
00000000000000000020698202,15586496,20OCT2004,135000.00,120000.00,16505.12
00000000000000000275435613,15586496,03MAR2016,25588.54,25588.54,20024.48
00000000000000000266039371,15594343,22OCT2015,19000.00,19000.00,17091.09
00000000000000000283806092,15594369,19SEP2006,216000.00,216000.00,184555.90
00000000000000000019387330,15595658,21OCT2003,30200.00,30200.00,3807.81
00000000000000000020089265,15596899,29MAY2006,239250.00,239250.00,191764.28
00000000000000000368302533,15602474,05JAN2017,0.00,399.00,354.66
00000000000000000021412066,15603266,31AUG2000,36060.73,36060.73,0.00
00000000000000000241006065,15607246,24JUL2014,33900.00,33900.00,31760.28
00000000000000000241009352,15607246,24JUL2014,8500.00,8500.00,7963.52
00000000000000000017119233,15609947,25OCT2001,61303.23,61303.23,29409.55
00000000000000000283842960,15611025,27SEP2005,230000.00,230000.00,116845.07
00000000000000000088226891,15612659,21JUN2010,90692.32,55692.32,63073.61
00000000000000000274652032,15614314,17FEB2016,0.00,0.00,0.00
00000000000000000274710516,15614314,18FEB2016,0.00,0.00,0.00
00000000000000000274710517,15614314,18FEB2016,0.00,0.00,0.00
00000000000000000274777882,15614314,19FEB2016,0.00,0.00,0.00
00000000000000000274972955,15614314,23FEB2016,0.00,0.00,0.00
00000000000000000274972956,15614314,23FEB2016,0.00,0.00,0.00
00000000000000000275062017,15614314,24FEB2016,0.00,0.00,0.00
00000000000000000275123182,15614314,25FEB2016,0.00,0.00,0.00
00000000000000000275123183,15614314,25FEB2016,0.00,0.00,0.00
00000000000000000275195763,15614314,26FEB2016,0.00,0.00,0.00
00000000000000000275195764,15614314,26FEB2016,0.00,0.00,0.00
00000000000000000275350071,15614314,01MAR2016,0.00,0.00,0.00
00000000000000000275350072,15614314,01MAR2016,0.00,0.00,0.00
00000000000000000275350073,15614314,01MAR2016,0.00,0.00,0.00
00000000000000000278016451,15614314,14APR2016,0.00,0.00,0.00
00000000000000000278174268,15614314,18APR2016,0.00,0.00,0.00
00000000000000000278445479,15614314,21APR2016,0.00,0.00,0.00
00000000000000000355445186,15614314,23JUN2016,0.00,0.00,0.00
00000000000000000356637046,15614314,12JUL2016,0.00,0.00,0.00
00000000000000000356842660,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000356842661,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000356842662,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000356842663,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000356842664,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000356842665,15614314,14JUL2016,0.00,0.00,0.00
00000000000000000358170845,15614314,05AUG2016,0.00,0.00,0.00
00000000000000000358329964,15614314,09AUG2016,0.00,0.00,0.00
00000000000000000358690356,15614314,16AUG2016,0.00,0.00,0.00
00000000000000000358690894,15614314,16AUG2016,0.00,0.00,0.00
00000000000000000358691428,15614314,16AUG2016,0.00,0.00,0.00
00000000000000000358691658,15614314,16AUG2016,0.00,0.00,0.00
00000000000000000358896660,15614314,22AUG2016,0.00,0.00,0.00
00000000000000000358897290,15614314,22AUG2016,0.00,0.00,0.00
00000000000000000358955773,15614314,23AUG2016,0.00,0.00,0.00
00000000000000000358956283,15614314,23AUG2016,0.00,0.00,0.00
00000000000000000358988963,15614314,24AUG2016,0.00,0.00,0.00
00000000000000000359045395,15614314,25AUG2016,0.00,0.00,0.00
00000000000000000359484884,15614314,05SEP2016,0.00,0.00,0.00
00000000000000000359587809,15614314,06SEP2016,0.00,0.00,0.00
00000000000000000359587810,15614314,06SEP2016,0.00,0.00,0.00
00000000000000000359642471,15614314,07SEP2016,0.00,0.00,0.00
00000000000000000359884877,15614314,12SEP2016,0.00,0.00,0.00
00000000000000000360032393,15614314,13SEP2016,0.00,0.00,0.00
00000000000000000360032394,15614314,13SEP2016,0.00,0.00,0.00
00000000000000000360195450,15614314,15SEP2016,0.00,0.00,0.00
00000000000000000360448025,15614314,20SEP2016,0.00,0.00,0.00
00000000000000000360448026,15614314,20SEP2016,0.00,0.00,0.00
00000000000000000360448453,15614314,20SEP2016,0.00,0.00,0.00
00000000000000000360786066,15614314,26SEP2016,0.00,0.00,0.00
00000000000000000360786067,15614314,26SEP2016,0.00,0.00,0.00
00000000000000000360786429,15614314,26SEP2016,0.00,0.00,0.00
00000100000000001307161726,15614314,16SEP2016,0.00,0.00,0.00
00000000000000000262067167,15619157,10AUG2015,0.00,0.00,0.00
00000000000000000264995215,15619157,01OCT2015,0.00,0.00,0.00
00000000000000000365006258,15619157,15NOV2016,0.00,1497.20,753.02
00000000000000000370401241,15619157,03FEB2017,0.00,1608.01,1608.01
00000000000000000272175558,15622108,11JAN2016,8500.00,8500.00,7535.69
00000000000000000277971915,15622108,13APR2016,2731.30,2731.30,2435.29
00000000000000000364164277,15622108,07NOV2016,10500.00,10500.00,10196.29
00000000000000000018336098,15623814,13SEP2007,7031.86,7031.86,0.00
00000000000000000283411872,15628052,12NOV2001,24602.17,24602.17,14637.35
00000000000000000283412085,15628052,08FEB2007,90000.00,90000.00,63559.37
00000000000000000283412190,15628052,12NOV2001,25161.63,25161.63,14970.19
00000000000000000283412672,15628052,18JUN2009,7000.00,7000.00,4884.75
00000000000000000018775535,15636572,25SEP2000,83540.68,83540.68,50236.95
00000000000000000273306425,15640259,29JAN2016,1477.27,1477.27,0.00
00000000000000000278153638,15640259,21APR2016,1000.00,1000.00,0.00
00000000000000000357021326,15640259,21JUL2016,1147.19,1147.19,0.00
00000000000000000362696265,15640259,19OCT2016,1000.00,1000.00,0.00
00000000000000000369376520,15640259,20JAN2017,1081.99,1081.99,360.67
00000000000000000369978185,15640259,30JAN2017,600.00,600.00,200.00
00000100000000001195234164,15640259,06MAR2015,6500.00,6500.00,2272.08
00000000000000000025779086,15640299,12APR2002,48080.97,48080.97,16471.86
00000000000000000267575265,15640299,16NOV2015,3109.36,3109.36,1807.37
00000000000000000283671855,15643113,06OCT2011,175185.00,175185.00,155232.20
00000000000000000339593104,15644807,08SEP2008,45000.00,45000.00,0.00
00000000000000000339593124,15644807,25JUL2016,8500.00,8500.00,7084.70
00000000000000000243501914,15646567,09SEP2014,0.00,0.00,0.00
00000000000000000283848730,15649288,06OCT2003,132500.00,132500.00,93401.23
00000000000000000265002957,15650107,02OCT2015,7210.26,7210.26,386.13
00000000000000000374090733,15650107,29MAR2017,0.00,75.30,75.30
00000000000000000374090801,15650107,29MAR2017,0.00,90.72,90.72
00000000000000000021785379,15652038,23SEP2004,88778.69,88778.69,42238.92
00000000000000000188261616,15654109,22MAY2013,5482.20,5482.20,0.00
00000000000000000358743294,15654109,17AUG2016,6000.00,6000.00,4250.00
00000000000000000367259335,15654109,19DEC2016,8345.84,8345.84,8045.68
00000000000000000368296203,15654109,06JAN2017,4200.01,4200.01,4072.84
00000000000000000019314655,15655389,22MAR2006,155866.75,155866.75,112437.31
00000000000000000020657910,15655414,04OCT2006,38000.00,38000.00,0.00
00000000000000000188207578,15657533,24MAY2013,12387.92,12387.92,3346.94
00000000000000000269394015,15657533,30NOV2015,0.00,0.00,0.00
00000000000000000272055616,15657533,07JAN2016,0.00,0.00,0.00
00000000000000000277670775,15657533,08APR2016,0.00,0.00,0.00
00000000000000000281327847,15657533,10JUN2016,0.00,0.00,0.00
00000000000000000357916825,15657533,01AUG2016,0.00,0.00,0.00
00000000000000000362778343,15657533,18OCT2016,0.00,150.00,51.47
00000000000000000364215117,15657533,07NOV2016,0.00,180.00,92.01
00000000000000000366524548,15657533,07DEC2016,0.00,200.00,135.29
00000000000000000373240421,15663659,21MAR2017,5625.00,5625.00,5625.00
00000000000000000361692189,15667093,06OCT2016,0.00,1157.50,192.90
00000000000000000368058794,15667093,02JAN2017,0.00,143.16,48.42
