COD_PERSONA;COD_AREANEGO;COD_EDAD;COD_OFICIPAL;COD_SEGLOBAL;estado_cli
17677998;13;59;6834;23;A
17678115;16;52;6553;24;A
17678738;6057;58;9981;24;I
17679934;16;45;1048;89;A
17682289;13;30;774;24;M
17683013;13;67;911;23;A
17683119;13;65;7387;14;A
17683179;16;64;6075;23;A
17683286;13;62;6800;22;A
17683584;6057;53;9754;24;M
17683889;13;39;7947;87;M
17684433;13;51;1599;22;A
17684846;16;38;6054;24;A
17685202;6057;67;9613;23;I
17685204;6057;49;8564;24;A
17685623;13;44;9465;24;A
17686539;6057;47;9613;24;I
17686549;13;42;1597;14;A
17687103;16;42;6054;24;A
17687303;13;42;5626;87;A
17687798;13;44;1597;83;M
17688156;13;45;1597;24;A
17688185;6057;44;9534;24;I
17688410;13;44;1597;83;A
17688892;16;46;6054;24;A
17689003;13;52;2656;14;A
17689302;13;52;9055;24;A
17689706;13;52;6387;15;A
17689848;13;59;5753;15;A
17689879;13;71;2651;23;A
17689970;13;52;1575;22;A
17690171;13;58;1635;24;M
17690234;13;52;6161;22;A
17690373;16;44;3244;24;A
17691041;13;53;2467;22;A
17691064;16;48;437;22;A
17691229;6057;51;1168;24;I
17691545;4747;52;5777;22;A
17691812;13;50;4922;24;A
17691971;16;31;6054;24;A
17692201;6057;40;3151;14;I
17692203;13;49;9968;24;I
17692644;13;51;835;81;A
17692826;13;45;1611;83;A
17693535;13;48;4041;15;A
17693620;13;54;1274;24;A
17693951;13;47;1224;22;A
17694122;13;78;2607;35;M
17694205;16;55;9483;24;A
17694345;13;47;4021;14;A
17694746;13;35;4287;24;A
17695093;13;45;2247;24;A
17695964;16;40;6556;24;A
17696634;13;45;2305;24;M
17696980;6057;46;9534;24;I
17697341;13;42;883;22;A
17697584;13;44;9034;24;A
17697842;6057;43;8564;24;A
17698056;4747;38;6152;15;A
17698246;13;42;4035;24;A
17698474;13;36;3098;24;A
17698475;13;42;9071;24;A
17698556;6057;60;6054;23;I
17698950;13;41;5739;24;I
17699258;16;40;2062;89;I
17699563;13;29;974;25;A
17699604;13;39;2638;24;A
17700395;13;37;6488;24;A
17701460;13;50;673;81;M
17702081;16;57;6054;24;A
17702089;16;77;664;14;A
17702324;13;42;1795;24;A
17702970;13;49;664;14;A
17703750;13;50;43;24;A
17703994;16;45;3095;24;A
17704196;13;52;1206;15;A
17704550;6057;47;8248;24;I
17705331;13;51;573;24;A
17705459;4747;49;1761;22;A
17705496;13;49;1221;21;A
17705769;13;54;192;14;A
17706053;13;52;2971;22;A
17706119;13;60;7312;23;A
17706125;13;52;947;24;A
17706784;6057;54;6054;24;I
17706833;13;51;890;24;A
17707612;16;44;6054;24;A
17708610;13;41;6380;15;A
17709025;13;48;5216;21;A
17710135;16;45;6054;24;A
17710237;6057;51;6022;83;M
17710886;13;58;6582;24;A
17711025;13;45;1639;24;A
17711050;13;45;6925;24;A
17711175;13;45;664;85;A
17711234;13;44;1605;21;A
17712146;6057;62;9613;23;I
17712378;13;42;1274;24;I
17713738;6057;42;8766;24;M
17713847;16;43;2062;24;I
17713872;13;40;664;24;A
17714303;13;74;9076;23;M
17714320;6057;87;9981;23;I
17714546;13;88;947;23;A
17714989;13;88;3226;23;A
17715743;13;40;7073;24;M
17718849;13;28;6544;25;A
17718905;13;82;683;21;A
17718998;13;87;1707;22;A
17720173;6057;49;8630;85;A
17720515;13;54;882;21;A
17720899;13;27;455;25;A
17721499;13;53;7971;24;A
17721801;13;42;603;15;A
17722083;13;59;6081;22;A
17725004;6057;72;9613;23;I
17725320;13;58;4332;24;A
17725692;13;74;1878;23;A
17725776;13;24;4022;25;A
17726135;13;70;6345;22;A
17726883;16;47;6054;24;A
17728794;13;67;3578;23;A
17728913;13;89;4641;14;A
17729302;13;66;731;23;R
17730753;13;63;4641;22;A
17730803;13;33;6129;24;A
17731036;13;35;6900;24;A
17732613;6057;45;9613;24;R
17733036;16;40;5601;22;A
17733050;13;60;733;85;A
17734491;13;58;3203;24;A
17735552;13;45;8118;24;A
17736337;13;83;5726;22;A
17736342;13;81;727;14;A
17737405;13;48;4208;22;A
17737597;6057;38;9981;24;I
17738277;13;71;727;23;A
17738295;4747;71;4769;23;I
17738892;13;67;9537;22;A
17739336;13;64;727;23;A
17739455;13;87;965;14;A
17739748;16;34;6734;24;A
17740187;13;52;3406;22;A
17740934;13;50;1758;21;A
17741052;16;76;6054;23;A
17741406;6057;49;4462;24;R
17742710;13;39;3378;24;A
17742950;13;36;6415;24;A
17743076;13;42;727;14;A
17743991;13;35;727;24;A
17744136;16;34;3151;24;A
17744927;13;63;6512;23;A
17745287;13;34;2638;24;A
17745572;13;52;5335;24;A
17746223;13;54;1605;24;R
17746350;13;53;6140;22;A
17747105;13;50;2754;81;R
17748441;13;46;1923;22;A
17748487;13;46;9465;24;I
17748559;16;44;6106;14;A
17748776;16;30;681;24;A
17749138;13;43;6344;24;A
17749286;13;37;5601;83;A
17749718;13;70;8111;23;A
17749814;16;49;7513;15;A
17750517;13;47;2966;24;A
17751883;13;41;3285;15;A
17751999;16;41;3256;24;A
17752622;6057;40;8248;24;I
17753034;16;40;3244;22;A
17753868;13;28;5540;25;M
17754074;6057;70;9613;23;R
17754290;13;29;7511;25;A
17754297;6057;50;9981;24;I
17755085;13;83;390;23;A
17755236;13;95;498;23;A
17756103;13;82;890;22;A
17756924;13;87;4700;23;A
17757447;13;48;7312;87;A
17757549;13;92;2807;23;A
17759051;13;43;2275;24;A
17759178;13;44;6415;24;A
17760344;13;84;5046;21;A
17760757;6057;58;8382;87;M
17760777;13;81;1235;22;A
17762455;13;78;6809;22;A
17763369;13;73;890;23;A
17764636;13;73;3834;22;A
17765209;13;70;2280;23;A
17765824;13;69;2458;23;A
17766223;16;50;3353;24;A
17766296;6057;67;9981;23;I
17767044;16;36;3448;24;A
17767078;13;89;2811;22;A
17767851;13;34;166;85;M
17768000;13;70;3968;23;A
17769282;58;61;496;23;I
17769349;4747;62;7424;14;A
17769598;16;33;55;22;A
17769731;13;38;6124;83;A
17770791;16;59;6054;23;A
17770983;13;58;7896;22;A
17771184;16;39;1508;24;A
17771667;13;35;382;24;A
17771714;13;57;2970;24;A
17772123;13;54;496;24;A
17772900;13;55;4883;24;M
17772988;13;54;3240;22;A
17773006;13;73;1501;15;A
17774296;13;51;1077;14;A
17774398;13;53;890;24;A
17774449;13;41;705;82;A
17774455;13;52;2264;83;A
17775141;13;49;5754;22;A
17775791;58;49;5622;24;M
17776166;13;36;1644;24;A
17776187;13;49;496;24;I
17776517;13;18;7267;25;A
17776648;13;47;496;24;A
17776995;13;48;496;24;A
17777844;13;44;6752;24;A
17778371;13;43;1077;22;A
17778476;16;43;565;24;A
17779603;13;42;4882;24;A
17780182;13;63;8157;23;A
17782076;16;32;874;24;A
17784050;13;93;884;13;A
17785499;13;43;616;24;A
17785676;6057;38;9981;24;I
17786404;13;54;1598;22;A
17786639;6057;57;2124;24;I
17787045;13;88;1034;14;A
17787977;13;37;1087;24;A
17789289;13;19;7472;86;A
17789475;16;54;6054;24;A
17789586;13;56;1966;14;A
17791213;13;41;4332;24;M
17792026;13;46;4071;21;A
17792410;13;28;2683;25;A
17793063;13;72;1008;21;A
17793214;13;62;212;22;A
17794211;13;65;9465;23;I
17794404;13;72;618;23;A
17794962;13;69;1501;22;A
17795451;4747;67;5777;22;A
17796168;13;37;5739;81;A
17797100;13;64;1651;23;A
17797437;6057;72;8569;23;M
17797629;13;63;1503;23;A
17797669;6057;48;9613;24;R
17798102;13;62;1758;23;M
17798238;13;63;1468;23;A
17798546;13;64;1758;23;A
17798622;13;62;4010;22;A
17798976;16;30;6564;24;A
17799039;13;32;907;24;A
17802547;13;58;2353;24;A
17802751;16;55;884;24;A
17802888;13;68;3254;23;A
17803487;13;56;7593;22;A
17803510;13;57;2297;24;A
17803761;6057;42;9613;85;R
17803886;6057;56;9981;24;I
17803993;13;41;2985;24;A
17804232;13;54;1923;24;M
17804285;13;38;3379;85;M
17804480;6057;41;9981;24;I
17805250;13;52;7924;14;A
17806162;13;53;275;15;A
17806875;13;70;8122;88;A
17806936;6057;52;1943;24;I
17807110;13;50;7924;24;A
17809242;13;47;1034;24;I
17809729;13;46;1565;83;A
17809800;13;45;1318;21;A
17810908;13;51;3089;24;A
17811496;6057;44;7924;24;I
17811660;13;31;567;81;A
17811726;6057;31;2635;24;I
17812024;16;52;6054;24;A
17812682;13;44;1758;81;A
17814435;13;42;1501;24;A
17815273;6057;38;8738;24;I
17815452;13;41;706;24;I
17817321;13;38;7565;24;A
17817800;13;52;4073;24;A
17818273;16;60;939;23;A
17819693;16;34;890;24;A
17819767;6057;55;1740;14;I
17820026;13;41;5870;24;M
17821046;13;64;5640;23;A
17822128;6057;43;9622;24;I
17822223;13;69;6800;23;A
17822558;13;56;100;24;A
17822715;13;29;291;25;A
17822835;13;59;532;23;A
17822906;6057;60;8248;23;I
17823024;6057;59;708;23;I
17823028;13;58;661;24;A
17823209;6057;43;9981;24;I
17823333;4747;54;708;15;A
17823456;13;56;708;81;A
17823736;13;49;3500;83;A
17824293;6057;44;8248;24;I
17824500;13;41;1079;84;A
17824554;6057;70;9613;23;R
17825533;4747;87;5777;23;I
17825716;13;38;1024;22;A
17825754;6057;55;6054;24;A
17826613;13;20;4206;25;A
17827808;13;43;3090;24;M
17828141;16;54;8427;21;A
17828329;13;84;670;22;A
17828696;13;82;3800;23;A
17828837;13;46;232;24;A
17830495;6057;82;9551;23;I
17830684;13;60;6417;14;A
17830871;13;38;9534;24;I
17830927;13;41;8314;22;A
17831888;13;45;411;24;A
17832645;16;49;6054;24;A
17832805;13;51;4827;24;A
17833129;6057;61;8248;81;R
17833547;13;73;1219;23;M
17833649;6057;42;9613;24;M
17834011;13;71;3834;21;A
17834329;13;43;859;24;M
17834573;13;73;372;23;A
17835392;13;61;4012;21;A
17835851;13;39;3519;87;M
17836027;6057;49;7665;24;I
17836099;16;71;681;23;I
17838176;13;64;2353;23;A
17838980;13;38;9239;24;A
17839036;6057;35;4540;24;I
17839416;13;34;6872;24;A
17839479;4747;62;2467;23;A
17839937;13;33;500;24;A
17840049;4747;61;5777;22;A
17840369;13;60;6488;23;A
17840664;13;61;6047;23;A
17840836;13;60;3800;21;A
17841187;13;62;3800;23;A
17841648;6057;38;8248;87;I
17842508;13;57;5880;24;A
17842666;13;57;7910;24;A
17842683;13;57;3800;24;A
17843173;13;59;670;23;A
17843557;13;54;721;24;M
17843971;13;54;670;24;A
17844175;13;37;7335;81;A
17844298;13;56;372;24;A
17844385;13;55;663;24;A
17844446;13;54;682;24;M
17844544;13;57;3800;24;A
17844544;6057;57;3800;24;I
17845139;13;56;3800;24;A
17845421;4747;53;9465;24;A
17845996;6057;44;3834;24;I
17846055;13;52;2298;22;A
17846086;13;52;3834;24;A
17847465;13;25;3230;15;A
17847879;13;39;9465;24;A
17848091;6057;48;6054;24;I
17848248;16;49;3800;24;A
17848724;6057;48;9528;24;A
17848846;13;43;4575;24;A
17849007;13;49;7424;24;A
17850238;13;46;2298;24;A
17850293;16;59;6054;23;A
17850310;13;48;683;24;A
17850417;13;32;4843;24;A
17851023;13;45;372;24;A
17851244;13;36;2968;24;M
17851390;13;45;372;24;A
17851971;16;52;2842;14;A
17852091;13;57;1603;24;A
17853220;13;47;4271;22;A
17853964;6057;57;6054;24;I
17854039;6057;35;9613;24;I
17854342;16;47;6054;24;A
17854343;13;77;209;23;M
17854746;13;71;450;22;A
17855317;13;73;3800;23;A
17855763;13;61;5976;14;A
17855993;16;37;120;24;A
17856170;6057;30;2065;24;I
17856985;13;66;683;23;A
17857661;16;57;937;24;A
17858565;16;51;3430;24;A
17858757;13;37;5046;24;A
17859593;13;59;683;23;A
17859874;13;57;683;24;A
17859904;13;19;5580;25;I
17860056;13;60;1049;23;M
17860440;13;54;683;81;A
17860609;13;55;5880;81;I
17860752;13;55;790;81;A
17861026;6057;53;9613;24;I
17861577;13;37;100;24;A
17862149;6057;52;9613;24;I
17862462;13;71;7076;22;A
17863245;13;48;683;24;M
17863388;16;47;683;24;A
17864406;16;50;6054;24;A
17864625;13;41;581;22;A
17865104;6057;39;2759;24;I
17865321;13;57;1251;21;A
17865481;13;43;3234;14;A
17866105;16;48;6054;24;A
17868121;13;46;2247;24;A
17868234;13;36;4093;24;M
17868544;4747;42;5777;22;A
17869093;13;38;6440;24;A
17869198;13;67;5055;23;A
17870025;13;85;1761;14;A
17871375;13;49;6138;24;A
17874754;13;57;7566;81;A
17874917;4747;54;1250;24;A
17875068;13;59;2417;88;M
17875197;13;52;4243;24;A
17875919;13;40;4551;24;A
17876200;13;34;1022;24;A
17877059;13;51;4094;15;A
17877399;6057;29;6460;25;I
17877518;6057;42;8248;24;I
17877575;13;38;9095;24;A
17878309;6057;40;9892;81;A
17878373;13;38;411;82;A
17878444;13;58;3348;24;A
17879494;13;33;411;24;A
17879744;13;50;4964;24;A
17881144;16;36;6054;24;A
17881166;13;76;780;23;A
17881356;16;45;7547;14;A
17881399;13;73;1761;23;A
17881631;13;45;3349;82;A
17882121;13;77;1761;22;A
17882294;6057;58;9534;24;I
17882482;13;68;70;23;A
17884065;13;85;5645;23;A
17884416;13;80;708;22;A
17884579;13;19;3017;25;A
17884840;13;53;1876;15;A
17885219;13;49;698;87;A
17886492;16;38;1651;24;A
17886872;13;40;1343;24;A
17887450;4747;68;5777;21;A
17888238;6057;61;3800;23;I
17888278;13;59;2738;15;A
17888648;6057;42;1373;24;A
17888742;13;66;662;23;A
17888980;13;57;40;15;A
17889217;13;57;3352;24;A
17889234;13;35;1226;24;A
17889366;13;56;2495;24;A
17889912;13;42;9067;24;A
17889971;6057;47;9892;24;A
17890264;16;41;417;24;A
17891130;13;47;286;22;A
17892119;6057;39;8248;24;I
17892241;6057;41;1087;24;M
17892717;13;37;2402;24;A
17892792;13;37;3203;24;A
17892980;6057;34;9894;24;I
17893252;13;37;3188;24;A
17894098;13;38;130;24;A
17894243;13;25;870;25;A
17894379;13;37;3520;24;A
17894870;13;31;2402;24;A
17895313;13;20;5920;25;A
17895781;13;87;5395;14;A
17895954;13;32;5996;24;A
17896683;16;34;3049;24;A
17896886;13;65;1307;23;A
17897193;13;64;76;14;A
17897358;13;62;1830;14;A
17897689;13;61;780;14;A
17898569;13;32;7549;24;A
17898588;13;52;5540;87;M
17899772;13;85;4700;23;A
17900219;13;36;770;24;A
17901248;13;81;4700;23;A
17901685;13;72;1617;23;A
17902115;13;69;3500;23;R
17902272;16;64;626;23;A
17902625;13;27;3862;25;M
17903219;13;38;2067;24;I
17904338;13;73;7543;23;A
17904394;13;63;682;23;A
17904654;13;61;1228;23;A
17905087;4747;61;5777;14;A
17905184;13;62;8;23;A
17905406;13;60;2491;23;A
17905425;13;31;6710;24;R
17905508;13;60;9;23;A
17906215;4747;60;5777;21;A
17906460;6057;58;9981;24;I
17906551;13;57;4772;24;A
17906884;13;49;6517;80;A
17907539;13;55;9;81;A
17907648;6057;88;9981;23;I
17908093;13;91;5700;23;A
17908336;6057;85;9508;23;A
17908479;13;35;2777;24;M
17909583;6057;45;6054;24;I
17910620;13;53;3349;24;M
17910753;6057;39;6054;24;I
17912606;13;28;881;25;M
17913384;6057;42;6054;24;I
17913622;13;72;5942;23;A
17913962;16;48;1444;22;A
17915725;4747;42;5777;24;I
17916559;13;31;519;24;A
17917051;13;47;371;24;A
17917583;13;57;3188;24;A
17918148;13;52;316;14;A
17918531;13;49;7947;24;A
17919060;16;45;2807;24;A
17919586;13;87;2410;22;A
17920191;13;48;558;11;A
17921050;13;51;8358;24;A
17921453;13;39;4213;24;A
17921721;16;49;6054;24;A
17922096;4747;65;5777;23;I
17922120;13;64;2200;87;A
17922123;13;67;2410;23;A
17922537;13;52;2230;24;A
17923070;13;57;323;21;A
17923259;13;56;321;86;A
17923919;4747;52;5777;21;A
17927134;16;43;6054;24;A
17927770;13;30;2065;24;A
17927774;13;37;5150;24;A
17928026;13;42;159;24;M
17928125;13;70;1737;14;A
17928971;16;63;2455;23;A
17929108;13;51;911;24;M
17929424;16;54;6054;24;A
17929434;13;49;2065;24;A
17930306;13;78;5000;23;A
17931333;13;77;4853;15;A
17933529;13;22;6938;25;A
17933942;13;22;4689;25;A
17934448;6057;72;9892;23;R
17935695;13;46;9465;24;I
17937132;13;64;647;81;A
17938495;16;53;6054;24;A
17938520;13;30;956;24;A
17938663;6057;52;9549;24;M
17938913;13;64;3160;23;A
17939452;13;23;3356;25;A
17940116;13;59;9465;23;A
17940543;13;59;5000;86;A
17940701;13;58;5606;24;A
17940975;13;38;780;24;A
17941074;13;58;2550;24;A
17942776;13;56;7541;22;A
17943176;13;83;5000;13;A
17943344;13;74;697;23;A
17943679;6057;69;9981;23;I
17943699;13;69;7947;14;A
17944346;13;76;6800;23;A
17944939;6057;76;9613;23;I
17945528;13;64;5395;87;A
17945772;4747;61;5777;21;A
17946788;13;62;5700;89;A
17946828;6057;60;2585;23;I
17947179;13;46;8196;24;A
17947368;13;60;303;23;A
17947402;13;57;1539;24;A
17948729;13;40;4782;24;M
17948808;6057;40;9981;24;I
17949729;13;56;312;24;A
17950048;13;56;1545;22;A
17950454;13;52;4072;22;A
17950675;13;61;1533;23;A
17950825;4747;53;6043;15;A
17951176;13;53;5395;14;A
17951257;6057;57;9981;24;I
17951566;13;51;5700;22;A
17951902;13;52;3349;24;M
17951968;13;52;778;24;A
17952007;13;36;591;24;M
17952059;13;49;6000;24;A
17952277;13;49;1545;24;A
17952447;13;49;5046;15;A
17952641;6057;53;4785;24;I
17953544;16;43;3992;24;A
17953952;13;50;647;24;A
17954073;13;37;4274;24;A
17954396;13;48;7325;22;A
17954686;13;47;2120;24;I
17955366;13;64;6436;24;A
17955512;13;54;2734;24;R
17956995;6057;46;8248;24;I
17957112;6057;43;578;24;R
17957347;16;30;40;24;A
17958126;13;40;3789;24;A
17958284;4747;63;5777;23;A
17958396;13;46;4388;24;A
17958777;13;45;1991;24;I
17959158;13;43;6081;21;A
17960164;13;37;894;22;A
17961113;16;59;6054;23;A
17961664;13;60;6800;14;A
17961803;13;60;6800;23;A
17961963;6057;61;9465;23;I
17962136;16;38;5726;24;A
17964578;13;49;6800;24;I
17964683;13;49;1042;24;I
17965318;6057;44;8328;24;M
17965525;13;62;966;23;A
17965639;13;45;704;83;A
17965739;13;46;701;24;R
17965760;16;44;2062;22;A
17966845;13;45;945;22;A
17967654;13;85;929;23;A
17969544;13;83;2824;23;A
17969557;13;79;3500;22;A
17972676;6057;54;9613;24;R
17972954;16;35;6054;24;A
17973561;13;75;641;23;A
17973657;13;91;3620;23;R
17973728;13;76;4829;23;A
17973850;13;77;661;14;A
17973942;13;73;646;23;A
17973990;13;73;3504;22;A
17974036;13;73;2824;23;A
17974227;13;73;2104;23;A
17974232;13;84;2249;23;A
17974281;13;77;512;22;A
17974639;6057;48;8200;24;I
17974720;16;73;9002;23;A
17975198;13;41;7671;24;M
17975282;13;80;4829;23;R
17975331;13;35;939;24;R
17976104;13;38;5044;24;A
17976248;13;40;6811;14;A
17976837;13;38;559;24;A
17977018;6057;56;9981;24;I
17977138;13;41;1041;24;M
17977193;13;40;1030;24;M
17977416;16;67;4829;23;A
17977444;13;68;7034;23;A
17978309;6057;66;9613;23;R
17979155;13;63;646;85;A
17979560;13;62;3500;81;M
17981272;13;57;2249;87;A
17981794;13;60;7924;15;A
17981999;13;58;3500;24;A
17982077;4747;57;5777;21;A
17983145;13;55;4829;24;A
17983264;16;53;4782;22;A
17983477;13;54;2249;24;A
17983860;6057;53;9981;24;I
17984401;4747;53;5777;22;A
17984871;13;50;3500;24;A
17985365;16;65;6054;23;A
17985809;6057;34;8248;24;I
17986303;13;51;6337;24;A
17987610;13;74;1576;23;A
17988036;13;46;646;24;A
17988124;13;39;1710;24;A
17988162;13;58;6241;87;M
17988459;6057;46;3500;24;A
17988580;13;35;8808;24;A
17988781;13;61;7076;23;M
17989370;13;48;9465;24;A
17990708;13;29;3232;25;M
17990725;13;42;4829;22;A
17991051;13;42;1571;24;A
17991738;13;50;485;24;A
17991985;13;46;9076;24;A
17992321;16;55;6054;24;A
17993282;13;41;3500;22;A
17993735;13;36;4829;81;A
17993982;13;32;3502;24;A
17994251;13;42;4829;87;M
17994986;6057;65;474;23;R
17995444;13;22;891;25;A
17995481;13;39;4829;24;A
17995929;13;57;1633;24;A
17995946;13;33;6129;22;A
17996111;6057;38;9613;24;R
17996128;6057;60;9892;23;A
17996863;13;38;4829;24;A
17997022;13;36;4829;24;I
17997174;6057;52;9451;24;M
17998291;16;51;6054;24;A
17998992;16;86;2062;23;A
17999678;13;82;4106;21;A
17999902;13;60;3271;23;M
18000355;13;37;7435;24;A
18000483;6057;60;6054;23;I
18001004;16;31;2728;24;A
18001986;13;41;3016;24;A
18002088;13;75;8196;23;A
18002523;13;29;550;25;A
18003181;13;28;6661;25;A
18003202;13;79;7944;21;A
18003653;13;29;8758;25;A
18003660;13;34;2754;24;A
18003773;13;82;1371;23;A
18003821;6057;51;6054;24;R
18003894;13;42;2811;24;A
18005116;13;76;3245;23;A
18005217;6057;37;849;24;I
18005816;13;53;1797;24;A
18005929;13;73;2313;23;A
18005942;13;36;1344;24;A
18006918;13;37;9038;24;A
18007524;13;65;8656;23;A
18007810;13;41;4108;81;M
18008661;13;62;6844;21;A
18008680;13;62;5584;23;I
18008896;13;60;4063;22;A
18009993;13;57;1022;22;A
18010415;13;54;7253;14;A
18010548;13;68;3466;23;A
18010604;6057;34;6539;24;I
18011241;16;59;8763;21;A
18011343;13;49;2087;22;A
18011367;13;38;4689;24;R
18011500;6057;48;9617;24;R
18011596;13;47;6844;14;A
18013209;6057;57;3256;24;I
18014405;13;51;6134;87;M
18014499;6057;54;9613;24;I
18014896;6057;47;9894;24;I
18015645;13;60;6553;23;A
18017081;6057;37;9981;24;M
18017356;13;32;2272;24;M
18018222;13;37;1269;24;M
18019298;16;41;2062;24;A
18019472;6057;72;9478;23;A
18019629;13;40;2861;24;M
18019991;16;47;6054;24;A
18020331;13;63;6595;23;A
18021370;13;46;263;85;A
18022067;13;42;5980;24;A
18024358;13;40;3166;24;M
18025336;16;33;6054;24;A
18025601;13;77;1834;14;A
18026002;13;72;745;14;A
18026123;6057;58;8564;24;A
18026725;13;40;199;81;A
18026994;13;70;2270;22;A
18027186;13;30;6551;24;M
18027315;13;44;9465;81;A
18027383;13;68;4948;23;A
18027490;13;69;4547;23;A
18028497;13;66;4948;23;A
18029536;13;63;4770;14;A
18029849;13;62;1834;83;A
18029967;13;47;363;24;A
18030539;13;32;2956;24;A
18030581;6057;64;9613;23;I
18030588;13;50;6726;87;A
18030670;6057;60;9613;23;R
18030782;13;59;565;22;A
18031147;13;59;4964;23;A
18031815;13;42;2498;24;A
18032975;13;56;2318;24;I
18033347;6057;55;4547;22;I
18033524;13;37;2420;24;I
18034140;13;54;1087;24;A
18034811;13;81;478;23;A
18035121;13;48;3478;24;A
18036385;13;65;7038;23;A
18037191;13;63;6908;23;A
18037450;13;40;3089;22;A
18037801;13;61;737;23;A
18038827;13;18;3337;25;A
18039439;13;40;6368;15;A
18039467;13;57;6925;24;A
18039863;13;56;4948;13;A
18041311;13;54;5810;22;A
18041911;13;34;3365;24;A
18042469;6057;46;8564;24;M
18042590;13;86;2270;23;M
18043792;13;83;3466;14;A
18044906;13;38;6240;87;A
18048392;13;46;2666;24;A
18048718;13;91;740;23;A
18048795;16;59;6054;24;A
18048936;13;99;6914;23;A
18049270;13;45;6138;24;A
18051098;16;38;6855;24;A
18053492;13;61;2316;23;A
18054369;13;55;2753;24;A
18055636;13;45;6913;83;A
18055689;13;52;3245;24;A
18056275;6057;42;9981;24;I
18056781;13;41;736;24;I
18056868;6057;30;966;24;I
18057008;13;57;5630;24;A
18057116;6057;40;4948;24;I
18057136;6057;65;8380;23;A
18057497;6057;37;6941;15;I
18058181;13;43;9692;21;A
18059150;13;41;2609;83;M
18062361;13;64;745;22;A
18062730;13;62;6440;23;A
18063036;13;61;2315;23;A
18064904;4747;56;8101;22;A
18065088;13;38;942;24;A
18065589;13;51;4547;24;M
18066637;13;59;8760;23;A
18068188;13;47;1334;24;A
18069762;13;31;2599;24;A
18069784;13;58;8742;80;A
18069858;13;28;2931;87;M
18069978;6057;45;8248;24;R
18070408;13;37;6148;24;A
18071081;13;43;6901;24;A
18071523;13;35;3436;83;A
18071856;13;41;750;24;A
18072565;16;49;6054;24;A
18073332;16;56;6054;24;A
18073382;6057;38;748;24;I
18073651;13;48;3052;24;A
18073794;16;34;4964;22;A
18073946;13;36;4964;24;A
18074973;13;53;2112;22;A
18075399;13;36;5779;83;A
18076439;13;74;6900;14;A
18077424;13;64;6351;23;M
18077945;13;53;8151;24;M
18078387;13;84;4900;23;R
18078468;13;40;6667;24;A
18078753;6057;44;5777;24;I
18079534;6057;77;9613;23;R
18079539;13;70;6914;23;A
18080540;13;67;4547;23;A
18081251;13;66;2313;14;A
18081493;6057;31;169;24;A
18081586;13;65;6925;23;M
18081592;13;44;282;24;A
18082144;13;63;7421;23;A
18082200;13;63;6856;23;A
18082609;13;63;753;23;A
18082629;13;62;6936;80;A
18083256;13;48;1133;24;A
18083892;13;59;4964;14;A
18084370;13;58;5333;24;A
18084492;16;57;743;14;A
18084645;13;41;2659;24;A
18084986;13;41;6665;24;A
18085209;13;29;4917;25;A
18085583;13;59;3275;23;A
18085723;13;60;6419;23;M
18086233;6057;54;8047;80;M
18086757;6057;66;9981;23;I
18086908;6057;57;8710;24;M
18087387;16;34;2062;24;A
18088655;6057;38;142;22;I
18089069;6057;51;9613;24;I
18089713;13;52;4330;81;M
18090010;13;45;7064;15;A
18090517;13;67;2561;23;R
18090667;13;60;751;23;A
18090670;13;75;8730;15;A
18090753;13;73;756;21;A
18091482;6057;51;7036;15;I
18092074;13;67;750;23;A
18092780;13;65;743;23;A
18092869;13;66;756;22;A
18093537;6057;27;3273;25;M
18093797;13;61;6936;83;A
18094306;13;35;2735;24;R
18094428;13;58;6856;24;A
18094780;13;33;7594;24;M
18095069;13;56;6856;22;A
18095127;13;55;2200;24;A
18095664;13;53;756;14;A
18096294;16;50;6054;24;A
18096821;16;46;9465;24;A
18096910;13;47;681;24;A
18097540;16;47;954;21;A
18098400;13;57;3993;24;M
18098748;13;42;759;21;A
18099347;13;39;83;14;A
18099378;13;39;3107;22;A
18099569;13;21;187;25;A
18099858;13;41;3107;24;A
18100294;13;34;7228;24;M
18100471;13;35;779;22;A
18100772;6057;48;8248;24;I
18101070;6057;38;9622;24;I
18101890;13;38;4730;24;A
18102255;13;41;9060;14;A
18102405;13;43;6129;24;A
18103888;13;38;7896;24;A
18103966;6057;52;376;24;A
18105828;13;38;92;85;A
18106044;13;83;3226;22;A
18106112;6057;49;9622;24;I
18106677;13;73;7241;23;A
18107072;13;46;9035;24;A
18107383;4747;38;2729;24;I
18107654;4747;54;5777;24;A
18107869;4747;55;5777;24;A
18108230;13;45;4330;24;M
18108261;13;45;6800;24;A
18108640;13;45;2313;24;A
18109007;13;42;3107;24;A
18109287;13;39;2270;24;A
18109771;13;53;271;24;I
18109882;13;54;5000;24;A
18109955;6057;52;6054;24;I
18110740;13;52;1585;24;A
18111356;13;52;5959;80;A
18111591;13;52;2824;22;A
18111869;13;52;699;14;A
18112046;13;61;4782;23;A
18112627;13;43;4574;24;A
18113043;13;49;6402;24;M
18113818;13;41;6147;24;A
18114390;13;56;3348;24;A
18115018;13;42;313;24;A
18115070;13;83;2311;14;A
18115106;13;90;7944;22;A
18117174;16;28;7074;25;A
18117278;13;94;4390;23;A
18117932;16;64;6054;23;A
18118337;13;83;4390;21;A
18119925;13;59;3419;23;A
18120274;13;51;7038;24;M
18120313;16;56;2817;24;A
18120695;13;44;1514;24;A
