COD_PERSONA;COD_AREANEGO;COD_EDAD;COD_OFICIPAL;COD_SEGLOBAL;estado_cli
8661493;6057;56;2985;24;I
8661874;13;61;3262;21;A
8662097;13;50;3249;81;M
8662609;13;80;5902;23;A
8663074;13;39;1862;24;A
8663893;6057;65;9613;23;I
8663919;13;43;100;24;A
8664234;6057;62;471;22;I
8664688;16;59;6054;23;A
8664882;6057;82;1853;23;I
8665089;6057;47;9465;24;A
8665822;13;53;1441;24;A
8665977;13;57;5778;83;R
8666446;13;72;111;23;A
8667146;13;90;625;23;A
8667218;13;40;5485;24;A
8668378;13;69;2499;13;A
8668668;13;39;573;83;A
8668704;16;63;6054;23;A
8669004;13;46;4912;24;A
8669549;13;65;3029;23;A
8669582;13;67;2972;23;M
8670052;13;65;3029;23;A
8670625;6057;63;111;14;I
8671465;13;58;4032;21;A
8672276;6057;63;9981;23;I
8672632;13;56;3029;83;M
8672974;13;69;3191;23;A
8673124;13;57;5959;24;I
8673138;13;50;249;24;A
8673384;16;59;6054;23;A
8673671;88;53;4487;83;R
8673995;13;51;3029;24;A
8674617;13;79;126;15;A
8674648;13;63;5580;21;A
8674655;6057;48;8248;24;I
8674894;13;75;1073;23;A
8675091;13;68;2974;14;A
8675285;13;45;7685;14;A
8675353;16;68;2062;21;A
8675428;13;83;2417;23;A
8676104;6057;50;721;15;I
8676229;13;63;2974;81;A
8676303;13;71;2966;23;A
8676433;13;61;108;80;M
8676433;58;61;108;80;M
8676971;16;34;5896;24;A
8678255;13;45;769;24;A
8678416;6057;55;9981;24;I
8678964;13;59;545;23;A
8679114;13;71;150;22;A
8680980;13;81;254;23;A
8681169;13;51;1514;24;A
8681362;6057;48;3230;83;I
8681612;13;68;2961;23;M
8681885;6057;35;9894;24;I
8682442;13;49;951;22;A
8682696;13;64;2981;23;A
8682848;13;67;1367;23;A
8683549;6057;60;6054;23;R
8684038;13;41;2644;15;A
8684980;16;46;4985;24;A
8685156;6057;61;4453;23;I
8685607;6057;59;9487;23;A
8685842;13;41;838;24;A
8685850;13;58;154;24;A
8686127;6057;75;403;21;I
8686626;13;57;8;22;A
8686936;6057;55;9613;24;I
8686970;6057;51;9613;85;I
8687337;13;56;150;24;A
8687471;6057;54;9613;83;M
8688490;13;52;954;14;A
8688605;6057;21;9981;85;I
8688609;13;49;8688;24;I
8688628;6057;60;9622;23;I
8689397;13;81;1356;22;A
8689748;6057;70;9481;23;A
8690285;6057;24;4990;25;I
8690555;13;52;1236;22;A
8690832;13;43;1339;21;A
8690888;6057;56;9613;24;I
8690949;13;66;4499;23;A
8691210;13;58;3325;24;A
8691517;13;61;104;23;A
8692443;13;76;7113;23;A
8692637;13;56;6620;24;A
8692921;13;54;1356;21;A
8693124;13;41;626;22;A
8693257;6057;40;9622;87;I
8693487;13;71;2857;21;A
8693745;13;72;6517;22;A
8694017;6057;55;8248;24;I
8694337;6057;52;9981;24;I
8694555;13;41;629;24;A
8694719;13;87;2817;23;A
8694751;13;63;7706;23;A
8694879;13;71;1860;23;A
8695583;13;71;1426;23;A
8695767;6057;63;9613;23;R
8696458;6057;69;9617;23;R
8696842;13;68;7527;23;A
8697051;13;34;553;24;A
8697105;6057;63;6443;23;A
8697156;6057;65;9981;23;I
8697166;13;98;7670;23;A
8697487;13;45;274;13;A
8697787;13;23;3406;25;A
8698246;13;64;7527;87;A
8698625;6057;46;3099;24;I
8698864;13;59;263;23;A
8698928;6057;60;2857;23;I
8699065;13;95;4551;23;A
8699071;13;73;159;23;A
8699236;6057;58;9981;24;I
8699406;13;35;9465;24;A
8701473;13;82;4990;22;A
8701678;13;47;3196;24;A
8702066;13;59;641;22;A
8703113;13;69;2903;22;A
8703119;6057;48;9483;24;A
8703229;13;73;1101;23;A
8703435;13;71;2659;23;A
8704646;13;53;7594;24;A
8704778;13;69;3340;22;A
8704890;58;71;2341;23;M
8705295;13;77;810;22;A
8705457;13;73;3340;22;A
8705476;13;70;1519;23;A
8705777;13;75;6653;14;A
8706191;6057;65;8248;23;I
8706377;6057;57;8248;24;I
8706603;13;67;288;23;A
8706651;13;56;2242;24;M
8707268;13;65;3520;23;A
8707814;6057;86;9613;23;R
8708345;6057;62;9483;23;I
8709101;13;58;4469;83;A
8709219;13;62;1064;22;A
8709256;6057;57;3240;22;I
8709507;13;40;8657;24;A
8709725;13;57;1683;84;A
8710098;6057;46;3388;24;A
8710182;6057;59;1519;85;I
8710200;13;59;3520;23;A
8710486;13;47;486;15;A
8710690;13;38;550;24;A
8710725;6057;52;100;24;I
8710801;13;55;4103;85;A
8711124;6057;48;9613;24;I
8712070;6057;48;9981;24;I
8712556;13;73;2659;23;R
8712976;13;71;5580;14;A
8713723;6057;60;958;23;I
8714640;16;62;6054;23;A
8714940;6057;49;9613;24;I
8715049;13;74;7363;23;A
8715447;13;70;4100;23;R
8716587;13;30;3297;24;A
8717502;13;68;1635;23;A
8717589;13;66;4136;23;A
8718030;13;39;7039;24;I
8718489;13;45;1150;24;A
8719141;13;64;2752;83;A
8719223;6057;59;175;22;I
8719778;13;66;4136;14;A
8719808;13;84;291;23;A
8719970;6057;43;9613;85;I
8719977;13;45;2980;24;A
8720056;13;68;2585;23;A
8720507;58;61;2341;83;A
8720641;13;41;7599;22;A
8721072;58;22;2407;33;A
8722119;13;71;3354;22;A
8722649;13;57;287;81;M
8722752;13;41;9465;24;R
8722831;13;56;2660;24;A
8723530;13;55;4781;24;A
8724424;13;75;148;23;A
8725350;6057;71;2100;23;I
8725821;13;68;1433;22;A
8725990;6057;68;8710;23;A
8726114;6057;67;4900;23;I
8726177;13;68;148;23;A
8726413;13;43;7435;21;A
8726460;13;68;1471;23;A
8726465;13;67;1471;23;A
8727543;13;65;148;23;A
8728130;13;63;6639;23;R
8728283;13;63;148;23;A
8728365;13;53;4241;82;A
8728471;13;62;148;23;A
8729754;6057;54;9613;24;I
8729911;13;46;1750;85;I
8730909;13;56;4770;24;A
8731067;13;75;1230;22;A
8731399;13;63;673;23;A
8731792;6057;63;9613;23;R
8732270;13;50;134;24;A
8732281;13;53;8110;14;A
8732507;13;64;847;23;A
8732514;6057;50;9613;24;R
8732609;13;63;6751;23;R
8733344;13;72;5130;23;A
8733553;6057;45;8248;24;I
8733569;13;37;9275;80;A
8733809;13;40;6545;24;A
8735117;13;92;4021;22;A
8735692;13;67;6018;23;A
8735717;13;72;4220;23;A
8735902;6057;55;4452;24;I
8737339;13;67;2420;14;R
8737684;13;66;92;23;A
8737847;13;65;3376;23;A
8737875;13;84;5880;23;A
8737924;13;65;1809;13;A
8738246;13;60;3380;21;A
8738509;2133;37;701;21;A
8738517;16;55;5803;21;A
8738706;13;65;255;23;A
8738742;13;64;6582;23;A
8739033;13;34;6469;24;A
8739093;6057;48;8614;85;M
8739156;13;21;6063;35;A
8740010;13;64;7924;14;A
8740185;13;74;2980;23;A
8740683;13;57;658;24;A
8740902;13;38;2075;24;A
8741187;13;85;417;23;A
8741210;6057;45;9622;87;I
8742613;13;81;4460;23;R
8742738;13;54;3560;24;A
8743078;6057;68;4460;23;A
8743393;13;72;5440;23;A
8743423;13;69;3956;21;A
8743467;6057;72;9892;23;M
8743776;13;69;413;23;A
8743868;6057;68;8248;23;I
8744411;13;67;6795;23;A
8744426;6057;77;8248;23;I
8744561;6057;70;9613;23;I
8744632;6057;67;6546;23;I
8744785;13;67;6795;23;A
8745344;13;42;7105;24;A
8745724;13;54;4611;24;A
8746131;13;69;1680;23;A
8746212;13;70;4840;23;A
8746644;13;37;7382;21;A
8746839;13;20;4470;87;M
8747011;13;69;6460;23;A
8747086;4747;65;5777;14;A
8747476;13;85;75;23;A
8747835;6057;68;416;14;R
8748332;13;70;3262;23;A
8748356;13;43;3304;24;I
8748579;13;69;416;23;A
8748695;13;68;6831;14;A
8748802;13;71;3660;22;A
8748878;13;41;823;24;A
8748929;6057;63;1443;83;I
8749271;6057;42;8633;24;M
8749437;13;74;5939;23;A
8749702;16;66;1876;23;A
8749906;13;79;3073;22;A
8749935;13;66;7081;21;A
8750076;13;55;6148;24;A
8750884;58;65;2341;81;M
8751128;13;30;2391;24;A
8751194;13;42;3270;24;A
8751555;13;64;4017;21;A
8751976;16;64;5810;23;A
8751996;13;48;660;24;A
8752103;13;68;2402;14;A
8752110;13;36;3337;24;R
8752398;4747;41;2075;24;A
8752701;13;64;6000;21;A
8752763;6057;63;2094;23;R
8754661;13;63;415;85;I
8754740;13;42;7082;24;A
8755070;13;64;4662;23;A
8755160;13;62;6469;23;A
8755611;6057;45;9981;83;I
8755618;6057;35;6922;24;I
8756071;13;61;4840;23;A
8756252;6057;72;6690;23;I
8756628;13;61;413;21;A
8757074;58;59;2341;23;M
8757112;13;31;861;24;A
8757305;13;34;2940;81;A
8757442;13;53;7074;24;A
8757623;13;84;780;23;A
8757911;13;60;1680;14;A
8758145;13;60;411;23;M
8758201;13;58;8134;24;M
8758269;13;59;4460;23;A
8758512;13;63;4460;23;A
8759024;13;60;7073;23;M
8759246;6057;47;9451;87;M
8759354;13;58;4137;83;A
8759986;13;57;4460;24;A
8761561;16;59;4008;22;A
8761958;13;55;6460;24;A
8763108;13;54;4840;24;A
8763504;6057;54;9892;85;I
8763746;13;40;6659;24;A
8763922;6057;55;9981;24;R
8764013;13;40;9908;84;A
8764235;6057;52;9981;24;I
8765060;13;23;9502;25;A
8765075;16;50;3168;14;A
8765480;13;50;1680;24;A
8765888;6057;41;9613;24;I
8766073;13;56;4208;14;A
8766105;6057;48;3262;24;I
8766111;13;49;958;24;A
8766738;13;48;2214;24;A
8766796;13;62;958;23;A
8767215;13;71;411;23;A
8768923;6057;43;8248;24;I
8769097;6057;46;9465;24;R
8769122;13;71;2390;23;A
8769136;13;45;509;24;M
8769252;13;42;9465;24;A
8769380;13;82;4460;23;A
8769473;6057;74;4781;23;M
8769809;6057;73;9613;23;I
8770021;13;77;417;23;A
8770331;6057;70;401;23;I
8770438;13;41;6410;15;A
8771061;13;32;4853;22;A
8771826;13;82;3383;23;A
8772157;13;35;2499;24;A
8772626;13;77;2605;23;A
8773290;6057;37;9613;85;R
8773720;13;46;863;24;A
8773918;13;74;1456;23;A
8774426;6057;65;4910;23;R
8774627;13;65;6545;23;A
8774974;13;59;6545;81;A
8774987;13;60;3274;23;A
8775725;13;39;100;83;A
8775882;13;41;6058;24;A
8775884;13;63;636;23;A
8775990;13;65;106;23;A
8776552;6057;73;3348;23;I
8776668;13;77;568;14;A
8777150;13;23;986;35;A
8777219;13;72;2103;23;A
8777231;13;45;5818;24;A
8777283;6057;42;9981;24;I
8777734;13;70;3560;22;A
8778220;13;45;7316;24;A
8780231;13;57;3219;24;A
8780270;13;42;2109;24;A
8781701;6057;42;3270;24;I
8781828;13;41;4901;24;A
8781838;6057;47;9981;24;I
8782438;13;47;2734;22;A
8783005;6057;34;6734;24;M
8783417;13;20;4947;35;A
8783429;6057;38;8248;24;M
8784228;13;58;2095;24;A
8784449;13;41;3074;24;M
8784607;13;69;1339;14;A
8784862;13;71;6122;23;A
8785852;13;67;2273;14;A
8785928;13;68;3560;23;A
8786332;13;67;1536;23;A
8786432;13;48;772;24;A
8786518;13;40;2391;24;A
8786922;13;76;7052;23;A
8787638;13;67;3262;23;A
8787699;13;83;5237;23;R
8788096;6057;63;9981;23;R
8789312;13;60;9465;23;I
8789574;13;66;1492;23;A
8790033;6057;38;8248;24;I
8790279;13;52;6047;22;A
8790766;6057;65;869;22;A
8791343;13;42;1710;24;I
8791532;13;65;4287;23;A
8792035;6057;63;8248;23;I
8792226;13;62;3560;23;A
8792425;16;63;6054;23;A
8792692;13;35;481;24;A
8792725;13;62;1492;23;A
8793334;13;62;1519;23;A
8795926;4747;57;5777;24;A
8796064;13;73;416;22;A
8796536;13;57;262;24;A
8797440;13;64;1817;23;A
8797681;13;63;1817;82;A
8798583;16;55;1817;24;A
8798665;13;53;1817;81;A
8799189;13;29;4840;35;A
8799212;13;81;2742;23;A
8799811;13;34;3394;24;A
8799901;13;74;1076;21;A
8799983;13;67;4679;14;A
8800048;13;85;394;22;A
8800160;13;68;1076;23;A
8800172;13;70;1600;13;A
8800298;13;67;248;23;A
8800385;13;90;1076;23;A
8800865;13;90;3636;22;A
8801102;6057;67;7718;23;A
8801997;13;34;231;22;A
8802358;13;58;3248;24;A
8802365;6057;55;9981;24;I
8802907;13;77;371;23;A
8803040;6057;71;9981;23;I
8803080;58;73;5475;23;A
8804073;13;60;6140;23;A
8804134;13;82;1206;14;A
8804215;13;65;957;22;A
8804287;13;48;5740;24;M
8805105;13;72;5740;21;A
8805588;6057;69;6417;14;I
8806562;13;71;409;23;A
8806788;6057;41;8380;24;A
8806945;6057;66;6460;21;R
8808053;13;56;6690;24;M
8808510;6057;62;1447;23;R
8808572;13;61;6079;81;A
8808835;13;83;6827;23;A
8809516;6057;79;9465;23;I
8810001;6057;35;6368;24;I
8810143;13;71;396;21;A
8810193;58;78;6836;23;M
8810253;13;36;3955;81;M
8810305;13;40;4624;83;A
8810604;13;58;1788;87;A
8811061;13;81;6417;22;A
8812178;6057;41;8782;87;A
8812396;13;39;7012;14;A
8812605;13;71;1599;23;A
8813139;6057;42;9613;24;I
8813170;6057;32;9613;85;I
8813480;6057;46;9981;24;I
8813488;13;80;6587;23;M
8814427;13;25;625;25;A
8814680;13;52;116;24;A
8814876;13;64;5656;21;A
8815030;13;71;1433;14;A
8815076;13;56;8891;24;A
8815476;13;29;2900;25;A
8815971;13;38;4624;24;A
8816071;13;75;881;23;A
8816265;13;55;7609;24;A
8816584;13;59;2734;23;A
8817536;13;65;485;14;A
8818534;13;46;273;22;A
8819236;13;72;2887;23;A
8819977;13;22;2334;34;R
8821005;13;38;3297;22;A
8821428;13;72;1211;22;A
8821576;13;36;6661;24;M
8822326;16;67;6054;23;A
8822578;13;46;764;14;A
8822618;13;33;4907;24;A
8822748;13;33;6725;24;M
8822822;13;68;6525;23;M
8823449;13;69;6030;23;A
8823753;13;85;4041;23;R
8823888;6057;38;6054;81;I
8824238;13;45;8175;24;M
8824789;13;38;4957;24;A
8825324;13;72;1432;23;A
8825871;13;72;3220;23;A
8826969;6057;63;9613;23;R
8827199;13;39;53;24;I
8827204;13;71;1747;23;A
8827720;13;72;1486;23;A
8827790;13;70;1252;23;A
8828317;13;75;3726;23;I
8828469;13;64;2378;22;A
8828693;13;44;1940;24;A
8828952;13;39;2104;81;A
8829056;13;72;4026;23;A
8829254;13;39;531;24;A
8829580;13;77;384;14;A
8829832;13;72;57;23;A
8830957;6057;71;9622;23;I
8832079;13;56;5142;22;A
8832240;13;73;384;23;A
8832614;13;20;5873;25;A
8832669;13;74;7269;23;A
8833049;13;69;211;14;A
8834424;13;60;4689;85;M
8834932;13;50;786;24;A
8835137;13;46;9764;24;I
8835271;13;43;1740;15;A
8835889;13;69;7669;23;A
8835996;6057;46;9534;24;I
8836013;6057;38;9622;24;I
8836177;13;38;6630;24;M
8836224;16;44;5720;24;A
8837573;13;66;1074;23;A
8837628;13;68;1204;23;A
8837785;13;65;966;21;A
8838337;13;65;384;23;A
8838386;16;43;7074;24;A
8838649;13;65;9792;23;A
8839930;13;38;2661;24;A
8840384;13;65;2155;23;A
8840396;16;51;4914;24;A
8840900;58;64;384;83;M
8841040;13;63;384;23;A
8841657;13;58;861;24;A
8841934;13;63;2838;22;A
8842122;13;61;2874;23;A
8843161;6057;64;7669;23;I
8843346;58;68;1967;23;M
8843400;13;60;1503;23;A
8843418;13;44;2400;24;A
8843466;13;56;2031;14;A
8843536;13;50;6551;21;A
8844138;13;89;853;23;A
8844142;13;55;220;24;A
8844406;13;61;4055;23;A
8844556;13;58;6170;24;A
8844777;13;40;9465;81;I
8844986;6057;62;9981;23;I
8845247;13;83;108;22;A
8845492;13;40;913;24;A
8846020;13;59;765;22;A
8846030;13;55;387;22;A
8846044;13;59;413;81;A
8846083;58;22;2341;82;M
8846166;13;49;3611;83;M
8846197;6057;55;389;24;A
8846559;6057;70;9613;23;R
8846777;13;59;1940;23;A
8846997;6057;39;8623;24;A
8847274;13;56;384;24;A
8847514;6057;57;9341;24;A
8847579;13;42;5237;83;A
8848156;13;33;1492;83;R
8848434;13;52;4030;15;A
8848524;13;46;3167;24;M
8848603;13;73;2432;23;A
8849265;13;44;388;24;A
8849373;13;68;1633;23;A
8849650;6057;72;1420;23;I
8849741;13;70;5245;22;A
8850088;13;43;1914;24;R
8850581;6057;37;8675;24;R
8852053;13;83;612;23;A
8852213;13;40;603;24;A
8852560;6057;53;9613;85;I
8852575;13;35;2502;24;A
8852996;13;69;4690;22;A
8853152;13;69;1820;23;A
8853259;6057;47;9025;24;I
8854009;13;54;1563;83;A
8854874;13;56;6074;21;A
8855285;13;62;9515;22;A
8855382;13;64;697;85;A
8855428;13;65;5550;14;A
8856243;13;43;5931;24;A
8856554;13;55;6924;24;M
8856721;13;83;461;23;A
8856732;13;86;6720;14;A
8857051;13;53;7565;83;A
8857171;13;68;416;23;A
8857842;6057;51;8248;24;R
8857915;13;48;387;85;A
8858063;13;38;1629;21;A
8858549;6057;32;462;87;R
8858777;16;60;869;22;A
8858864;13;24;5130;24;A
8859571;13;57;388;14;A
8860187;13;51;7710;21;A
8860335;13;82;6356;23;A
8860357;13;64;973;23;A
8860790;6057;46;5402;24;I
8861213;13;58;613;24;A
8861525;13;57;1648;24;A
8861614;8008;58;71;24;I
8862122;6057;44;8248;24;I
8862209;6057;38;9613;24;I
8862340;13;55;3205;83;A
8862533;6057;55;8248;24;I
8864109;13;62;560;23;A
8864447;6057;44;2664;24;M
8865443;13;42;769;14;A
8865477;6057;38;6121;24;I
8865703;13;71;1070;22;A
8866261;6057;53;8782;85;A
8866836;13;78;1519;14;A
8867441;13;22;1817;83;R
8867798;6057;77;9981;23;I
8867881;13;45;4495;83;A
8867943;4747;56;5777;22;A
8868120;6057;64;6106;86;I
8868440;13;72;5260;23;A
8868659;6057;62;9613;23;R
8868758;6057;57;4540;24;I
8868781;13;67;5300;23;A
8869136;6057;33;9483;24;A
8869152;6057;35;3636;24;A
8869211;13;83;6100;23;A
8869240;13;64;367;23;R
8869704;13;48;171;24;M
8870016;13;52;5356;14;A
8870291;13;88;1070;23;A
8870557;13;70;5861;22;A
8870875;13;81;8120;22;A
8871303;13;57;1070;22;A
8871357;13;57;611;24;A
8871575;13;59;1468;23;A
8871917;13;71;5861;83;A
8872309;6057;53;9534;24;I
8872484;6057;72;8642;23;A
8873134;6057;46;9617;24;R
8873518;6057;41;954;24;I
8873618;6057;53;9981;24;I
8873843;6057;40;9981;24;I
8874015;16;50;2062;22;A
8874071;4747;59;699;21;A
8874796;13;56;8145;24;M
8875066;13;69;525;23;A
8875077;6057;46;9613;24;M
8875208;6057;44;8248;24;I
8875363;13;39;8115;24;A
8876912;13;59;4023;23;A
8877220;13;78;619;21;A
8877398;13;49;7113;82;A
8877594;6057;73;8248;23;I
8878423;13;37;5825;24;A
8878429;13;70;1549;23;M
8878988;6057;68;9613;23;M
8879266;13;42;4013;24;A
8879546;13;68;667;21;A
8880416;13;92;1135;22;A
8880625;13;74;4001;14;A
8880858;13;75;1737;21;A
8882334;13;65;5920;14;A
8882664;6057;63;5820;23;R
8882789;13;64;5820;23;M
8882812;13;38;2983;24;A
8882816;13;63;5220;14;A
8882995;13;77;2640;23;A
8883010;13;40;9055;22;A
8883781;6057;38;9622;24;I
8885158;6057;81;1030;23;M
8885198;13;59;5735;81;A
8885672;13;58;477;24;A
8886112;13;45;5715;24;A
8886539;13;56;5920;22;A
8886640;13;53;887;81;M
8887016;13;51;2800;14;A
8887047;13;41;5400;24;A
8887919;6057;44;1750;24;A
8888288;13;46;3052;24;A
8888714;13;74;629;23;A
8888785;13;39;6614;24;A
8889081;13;69;629;23;A
8889233;13;69;8182;23;A
8889846;13;59;3230;23;A
8890169;13;73;1296;23;R
8890256;13;83;4004;23;A
8890465;13;80;2680;21;A
8891760;13;57;108;24;A
8891933;6057;69;9613;23;I
8892372;13;68;672;14;A
8892630;13;72;679;22;A
8893090;13;67;1400;21;A
8893147;13;51;9949;13;A
8893722;13;39;1761;24;A
8894643;13;39;1375;24;A
8895048;13;42;881;22;A
8895163;13;40;1169;21;A
8895388;13;67;629;23;A
8896041;13;52;7424;24;A
8896136;13;51;7516;24;A
8896281;13;23;569;24;A
8896293;13;30;1419;82;A
8897326;4747;62;5777;23;A
8897970;6057;48;9613;85;I
8898226;13;40;2191;24;A
8898805;13;57;672;22;A
8900120;13;55;1212;22;A
8900407;13;91;628;23;A
8900763;13;76;627;23;A
8901421;13;71;4641;22;A
8901578;13;73;628;22;A
8901656;13;48;5640;15;A
8901740;4747;51;3971;22;I
8901830;13;73;1549;23;A
8902660;13;56;2305;24;M
8902662;13;56;6839;24;A
8902834;13;62;1536;14;A
8903000;13;72;1079;23;A
8903519;13;63;369;21;A
8905057;13;54;7028;24;A
8905148;13;51;1079;84;A
8905949;13;78;2040;23;A
8906380;6057;44;9613;85;I
8907221;13;72;39;21;A
8907439;13;67;635;23;A
8907557;13;84;5420;23;A
8907623;13;53;2803;24;A
8908582;13;63;635;22;A
8908700;13;45;4663;15;A
8909577;13;52;662;81;A
8909606;13;44;3570;82;A
8909750;13;54;4730;24;I
8909899;13;59;2275;23;M
8910047;13;33;4667;22;A
8910472;13;63;3095;23;A
8911170;13;76;1878;22;A
8911334;13;45;1043;24;A
8911599;13;74;363;23;A
8912837;6057;54;9622;24;I
8912841;16;45;6054;24;A
8913008;13;53;3018;24;A
8913405;13;37;3018;24;A
8913759;13;46;770;81;A
8913858;13;72;6050;22;A
8913918;13;82;1549;22;A
8914125;13;61;682;23;A
8914310;13;46;6720;24;M
8914655;6057;67;9613;23;R
8914977;13;71;5150;23;A
8915213;6057;65;6549;89;I
8915354;13;91;673;23;A
8915591;13;76;1475;14;A
8916244;13;69;673;23;A
8917052;13;62;4209;21;A
8917131;13;62;6637;23;A
8917500;13;63;404;22;A
8917688;13;31;320;24;A
8917871;13;59;3220;23;A
8917921;13;51;9305;24;M
8918208;6057;61;8248;23;M
8918440;13;63;6637;23;A
8918669;6057;39;8248;24;R
8918688;13;47;405;21;A
8919570;6057;44;7218;24;M
8919841;16;37;2862;15;A
8919870;6057;39;9613;85;I
8920550;13;49;6637;84;A
8920554;13;42;1876;24;A
8921320;13;48;6100;24;A
8921523;13;48;3018;24;A
8921666;13;60;1086;23;A
8922447;6057;92;9981;23;I
8922508;13;22;4080;25;A
8923397;6057;50;6326;24;I
8923549;6057;34;43;24;I
8924124;13;81;634;22;A
8924236;13;53;2961;24;A
8924646;13;50;6681;24;A
8924896;13;63;787;21;A
8924946;6057;46;8248;24;I
8925159;13;79;1914;23;A
8925335;6057;61;787;22;I
8925487;13;72;5735;22;A
8925560;6057;49;8642;24;A
8925593;6057;78;9613;23;I
8926069;13;85;3469;23;A
8926460;6057;42;9613;24;R
8926895;13;67;8760;21;A
8927806;16;33;6831;24;A
8928011;13;48;2918;24;A
8928032;13;54;667;85;A
8928336;13;50;1794;22;A
8928764;6057;52;761;24;I
8928890;13;71;899;23;A
8929227;13;82;899;22;A
8929734;13;63;5355;23;A
8930086;58;57;5461;24;M
8930416;6057;46;9981;24;I
8930654;13;70;4507;23;A
8931723;6057;46;8736;24;A
8932136;6057;62;9613;23;I
8932172;13;70;3379;23;A
8932324;13;70;9734;21;A
8932682;13;41;235;22;A
8932831;13;69;6653;23;A
8932902;13;69;4143;22;A
8933268;13;37;5818;24;A
8933301;13;68;8765;23;A
8933907;13;78;4220;23;A
8934322;13;67;8681;23;M
8934634;6057;67;207;88;M
8934733;13;45;2100;24;A
8935297;13;64;3408;23;A
8935536;13;53;5987;24;A
8935864;6057;43;9465;24;R
8936083;6057;70;4866;23;M
8936492;13;63;8750;22;A
8936921;13;63;9773;22;A
8937014;13;58;4840;24;A
8937391;13;62;9773;22;A
8938292;13;45;2114;24;A
8938911;13;37;7881;24;M
8939498;13;57;6065;24;A
8940082;13;43;5820;80;A
8940630;6057;58;8191;24;A
8940944;13;56;3519;24;A
8940969;6057;54;92;14;A
8940986;13;39;4802;24;A
8940988;6057;55;8248;24;I
8941011;16;40;7944;24;A
8941801;6057;56;8630;24;A
8941968;13;53;7932;87;A
8942015;13;49;3344;15;A
8942018;13;75;2918;21;A
8942487;13;68;4905;23;A
8942530;13;34;7206;80;A
8942800;13;71;7058;21;A
8942848;6057;43;8248;24;I
8942975;6057;61;812;80;I
8943069;13;69;6131;23;M
8943152;13;60;8749;23;A
8943163;6057;52;9350;24;A
8943212;13;68;459;23;A
8944479;13;64;8318;23;A
8944621;4747;49;5777;24;A
8944733;13;65;9734;15;A
8944870;13;65;8191;23;A
8945160;13;68;4489;21;A
8945342;13;65;1874;23;R
8945614;13;51;355;24;A
8945630;6057;42;8642;24;A
8945741;13;52;5328;83;M
8945938;13;40;6755;22;A
8945990;13;57;1644;24;M
8946615;13;37;3240;22;A
8947315;13;40;5978;24;A
8947327;16;52;2062;24;A
8947408;13;61;4388;88;A
8947656;13;43;2786;24;A
8947686;6057;61;1615;23;I
8948041;16;57;6054;24;A
8948422;13;60;1621;23;M
8949046;6057;58;9613;24;R
8949290;13;58;1615;14;A
8949599;13;64;861;23;A
8949602;13;41;9465;24;I
8950517;6057;40;8248;24;I
8950542;13;44;288;24;A
8950623;6057;72;2858;14;I
8950641;13;56;9002;24;A
8950697;13;56;242;82;M
8951072;6057;44;8248;24;R
8951139;13;43;4690;22;A
8952153;13;57;1395;14;A
8952246;13;58;2350;22;A
8952271;6057;43;5485;22;A
8952492;13;57;100;24;M
8952965;6057;69;9613;23;R
8953168;6057;70;8564;23;A
8953268;13;47;1356;24;A
8953766;13;69;148;23;A
8953957;13;40;1211;24;A
8954001;13;34;1796;24;M
8954225;13;67;1776;23;M
8954812;13;63;242;23;A
8955129;13;84;6827;23;A
8955291;13;66;4395;23;A
8955291;8004;66;4395;23;M
8955547;13;80;4731;22;A
8955606;13;44;2660;14;A
8955650;13;69;4091;23;A
8955697;13;87;917;15;A
8956012;13;57;1576;24;A
8956990;13;34;6380;81;A
8957667;13;67;3971;14;A
8959027;6057;57;8782;85;A
8959103;13;76;8361;23;A
8959217;13;60;106;22;A
8959417;4747;58;4201;13;A
8959643;6057;53;9613;81;I
8960212;13;64;83;23;A
8960623;13;48;520;81;A
8961092;13;43;4388;24;A
8961144;13;67;1238;23;I
8961608;13;53;5928;24;M
8963275;13;66;4355;22;A
8963495;13;66;152;22;A
8964123;13;59;3402;22;A
8964229;6057;42;9613;87;I
8964613;6057;54;9981;24;I
8964810;13;32;1022;24;M
8965364;13;69;859;21;A
8965479;13;66;2838;23;I
8965611;13;65;161;21;A
8965833;13;43;9465;24;A
8966076;13;58;3146;81;A
8966394;6057;67;9613;23;I
8966746;6057;38;9894;24;M
8967727;13;57;4820;24;R
8967802;88;59;161;23;I
8969341;13;38;6020;85;A
8969692;13;54;841;24;A
8969942;13;49;198;15;A
8970796;13;25;2209;22;A
8972054;13;67;198;14;A
8972596;13;71;3032;22;A
8972860;13;56;5144;24;A
8973121;13;75;530;23;A
8973383;13;58;3320;12;A
8973667;13;75;5753;14;A
8974434;13;27;2071;25;M
8974537;13;67;1064;23;A
8974544;6057;58;7665;24;I
8974774;13;67;8316;23;A
8975066;13;91;1204;22;A
8975157;13;52;1074;24;A
8975302;13;67;1329;22;A
8975454;13;72;2065;23;A
8975460;13;50;6345;24;M
8975546;13;74;7593;23;A
8975696;13;48;767;83;A
8976064;13;66;217;23;A
8976680;13;67;8730;22;A
8976763;13;64;5148;23;A
8976974;13;41;779;24;A
8977223;13;64;5125;22;A
8977620;13;63;744;23;A
8977698;13;61;3566;14;A
8977922;6057;44;3387;15;A
8977941;13;51;3486;24;A
8978035;13;61;5975;85;A
8978253;6057;36;4904;24;M
